train/param_noise_distance,train/loss_actor,reference_action_std,rollout/actions_std,rollout/return,total/steps_per_second,rollout/actions_mean,reference_actor_Q_mean,reference_Q_mean,total/duration,reference_action_mean,rollout/episodes,obs_rms_std,reference_perturbed_action_std,reference_actor_Q_std,total/episodes,reference_perturbed_action_mean,train/loss_critic,rollout/episode_steps,AI_success_rate,rollout/Q_mean,total/steps,obs_rms_mean,rollout/return_history,AI_distance,AI_return,param_noise_stddev,reference_Q_std,total/epochs
0.20683257028460503,143.81460571289062,0.8927866220474243,0.8954677581787109,-1573.3706201884584,78.30974998773115,0.21742486953735352,-154.30596923828125,-157.5385284423828,25.53960394859314,0.4081628918647766,23.0,0.2831974923610687,0.8641690611839294,169.1716766357422,23.0,0.4433053135871887,524.1310424804688,83.91304347826087,,-59.10780334472656,2000,0.39728647470474243,-1573.3706201884584,11.035075669614944,-1573.3706201884584,0.02960235274322695,171.08071899414062,1
0.20610758855938913,242.94650268554688,0.8627075552940369,0.8556249737739563,-1248.989662529961,74.55229119343879,0.404213547706604,-322.3497619628906,-325.71795654296875,53.653615951538086,0.4812372922897339,47.0,0.27192816138267517,0.8571029901504517,319.3603820800781,47.0,0.468916654586792,254.30630493164062,84.44680851063829,,-98.19506072998047,4000,0.4219191372394562,-1248.989662529961,10.381613189910123,-1248.989662529961,0.026270585008002553,320.1376647949219,2
0.20677675887942315,330.6380615234375,0.9774634838104248,0.8782120943069458,-1191.3353826223874,72.91382401881256,0.38070812821388245,-438.20404052734375,-443.3521423339844,82.28892230987549,0.13901105523109436,69.0,0.2752452790737152,0.9490549564361572,404.93048095703125,69.0,0.22062106430530548,155.55746459960938,86.1304347826087,,-146.4023895263672,6000,0.43162772059440613,-1191.3353826223874,9.642720695639378,-1191.3353826223874,0.029019069447335507,405.5625,3
0.18688839837908744,367.2105712890625,0.9821373820304871,0.9042087197303772,-1078.8632663444512,72.50489696164507,0.33191680908203125,-518.8017578125,-526.526123046875,110.3373749256134,0.13838329911231995,90.0,0.2756275534629822,0.9751930832862854,452.6491394042969,90.0,0.13388536870479584,128.7038116455078,88.25555555555556,,-176.14146423339844,8000,0.4260055124759674,-1078.8632663444512,9.048934715254829,-1078.8632663444512,0.027337276104373337,455.1021728515625,4
0.1930873306840658,381.5677795410156,0.9859000444412231,0.9165980815887451,-988.1286301908114,72.83790177723755,0.30844414234161377,-544.276611328125,-555.1463623046875,137.29115962982178,0.08450915664434433,113.0,0.27619510889053345,0.9808191061019897,487.72137451171875,113.0,0.07213515788316727,112.03861236572266,88.45132743362832,,-195.57057189941406,10000,0.42868494987487793,-843.4629166653874,9.177398769955174,-988.1286301908114,0.0252455158307554,490.69476318359375,5
0.19704290360212326,361.0525817871094,0.977637529373169,0.919051468372345,-882.9258096350435,72.08633416054408,0.3090175688266754,-541.1221923828125,-556.7289428710938,166.46705842018127,0.15418648719787598,135.0,0.27481552958488464,0.9727187752723694,485.24896240234375,135.0,0.1638874113559723,130.88230895996094,88.42222222222222,,-201.15431213378906,12000,0.4364207088947296,-692.3367224920823,9.227031981962456,-882.9258096350435,0.025752950698953586,497.3974914550781,6
0.20007328286767007,354.8315124511719,0.9762048721313477,0.9182004928588867,-812.2300115984932,72.91252997941992,0.31982752680778503,-501.22271728515625,-515.60693359375,192.01089310646057,0.13675448298454285,159.0,0.273368775844574,0.9730097055435181,443.2254638671875,159.0,0.12328729033470154,226.1912078857422,87.95597484276729,,-206.43060302734375,14000,0.4431895315647125,-566.1931773785403,9.280261078394037,-812.2300115984932,0.023313810312614223,450.41973876953125,7
0.18882834300398826,361.0631103515625,0.988014280796051,0.9203639626502991,-765.4190443846423,73.32683220394205,0.3182483911514282,-501.80462646484375,-515.776611328125,218.20116209983826,0.1112297847867012,180.0,0.27289608120918274,0.9868974685668945,417.2424621582031,180.0,0.11722423881292343,345.5669860839844,88.55555555555556,,-212.9473876953125,16000,0.444415420293808,-486.8042635553045,9.209919450011528,-765.4190443846423,0.022404113465423047,423.9419860839844,8
0.19482806086540222,364.9378662109375,0.9898790121078491,0.9234223365783691,-726.8092421985879,73.80645178950223,0.311027467250824,-506.60516357421875,-521.70947265625,243.8811182975769,-0.042794592678546906,201.0,0.2751525342464447,0.9814741015434265,397.98052978515625,201.0,-0.05189394950866699,266.97979736328125,89.04975124378109,,-215.14395141601562,18000,0.44709333777427673,-392.77352972293795,9.243749239195715,-726.8092421985879,0.01764472088032488,405.4949645996094,9
0.19231027096509934,372.3914489746094,0.9731981158256531,0.9277946949005127,-832.0317285289301,73.98260916984523,0.28948789834976196,-517.93212890625,-531.6094970703125,270.3338017463684,0.06580513715744019,213.0,0.2926343083381653,0.951018750667572,387.6014099121094,213.0,0.11512215435504913,391.8905029296875,93.55399061032864,,-214.5819549560547,20000,0.45898523926734924,-655.6422296510043,9.311169050865026,-832.0317285289301,0.015973535632157008,392.21746826171875,10
0.19766611859202385,364.272705078125,0.9696329236030579,0.9311770796775818,-832.5615707420667,73.64435423380262,0.2721033990383148,-530.867919921875,-545.4136962890625,298.7330152988434,0.1297878623008728,225.0,0.3039625585079193,0.9673097133636475,363.0330505371094,225.0,0.0808442160487175,221.0078887939453,97.5111111111111,,-205.9744110107422,22000,0.4688047766685486,-729.5989803367834,9.395638451871827,-832.5615707420667,0.013896384493189945,369.23675537109375,11
0.21008188843727113,330.67352294921875,0.9681869149208069,0.9328083992004395,-968.5730226026236,73.70960222005174,0.25755783915519714,-483.2184143066406,-501.7774658203125,325.6020827293396,-0.13801540434360504,235.0,0.317131370306015,0.9590861797332764,368.0859375,235.0,-0.11439955979585648,296.180908203125,101.37872340425533,,-204.49224853515625,24000,0.47901153564453125,-1084.1967601088572,9.499216635781783,-968.5730226026236,0.0136225708197137,375.2238464355469,12
0.21024493023753166,312.955322265625,0.9729867577552795,0.9325867891311646,-1076.5957524810701,73.70689346186634,0.2439715415239334,-452.88018798828125,-471.84814453125,352.74855279922485,-0.08544721454381943,244.0,0.3269258439540863,0.9728983044624329,365.0010986328125,244.0,-0.0774708017706871,713.7781982421875,105.68852459016394,,-204.4746856689453,26000,0.48967593908309937,-1416.9447366737854,9.641607712219471,-1076.5957524810701,0.012580215599082718,370.9990539550781,13
0.19128167554736136,284.9579772949219,0.9681267142295837,0.9347180128097534,-1165.7669398246123,73.62339631401258,0.22653695940971375,-416.0024108886719,-436.8162841796875,380.31388664245605,-0.07522954046726227,254.0,0.33734819293022156,0.9633753895759583,403.6636657714844,254.0,-0.09928319603204727,1390.56298828125,109.91732283464567,,-207.38246154785156,28000,0.49366024136543274,-1691.6937741119975,9.68704080043411,-1165.7669398246123,0.01185113216358652,406.00299072265625,14
0.20294209599494933,231.51333618164062,0.9624104499816895,0.9370618462562561,-1207.923791556979,73.79326919536194,0.2156040370464325,-429.31903076171875,-449.2823486328125,406.54114294052124,-0.16154606640338898,262.0,0.34063974022865295,0.9463378190994263,439.0221862792969,262.0,-0.12717239558696747,817.304443359375,114.1793893129771,,-195.92942810058594,30000,0.4987980127334595,-1871.1928070998536,9.72251324215234,-1207.923791556979,0.01161761804096316,438.7789306640625,15
0.2017797838151455,239.7564697265625,0.9511988162994385,0.9393352270126343,-1286.1568729175542,73.60692730149418,0.20166704058647156,-419.59130859375,-437.4184875488281,434.7416903972626,-0.23542822897434235,269.0,0.34655144810676575,0.945919930934906,476.09796142578125,269.0,-0.2288426011800766,854.8009643554688,118.36802973977696,,-199.54925537109375,32000,0.5091391801834106,-2121.944254823119,9.85458602720214,-1286.1568729175542,0.012332335652468109,476.84600830078125,16
0.19662288293242455,204.82374572753906,0.957800567150116,0.9391351342201233,-1267.4744808766488,73.64924484610107,0.19357284903526306,-417.60821533203125,-435.34381103515625,461.6476390361786,-0.10837135463953018,278.0,0.349161297082901,0.9485853910446167,509.47967529296875,278.0,-0.06892682611942291,1125.641357421875,121.89208633093526,,-193.72486877441406,34000,0.5133547186851501,-2153.224447301512,9.80068422437144,-1267.4744808766488,0.010106897490323717,509.1346435546875,17
0.1968340364098549,141.59725952148438,0.962325394153595,0.9392225742340088,-1186.8158842415796,73.60922199567919,0.1900729089975357,-418.8258972167969,-443.1077575683594,489.06915497779846,-0.03871948644518852,286.0,0.35026174783706665,0.9525130987167358,557.3111572265625,286.0,-0.006378386169672012,696.6727294921875,125.06643356643356,,-172.76600646972656,36000,0.5209991931915283,-1993.8303360618834,9.770113398395395,-1186.8158842415796,0.010517278057089798,550.2385864257812,18
0.2008381661772728,116.01478576660156,0.9693626761436462,0.9397292733192444,-1209.7846991526199,73.69948988114544,0.18478356301784515,-354.53753662109375,-379.59051513671875,515.6073679924011,-0.09214132279157639,296.0,0.3509523868560791,0.9540277123451233,616.3525390625,296.0,-0.09044738113880157,1259.667236328125,128.3277027027027,,-164.82383728027344,38000,0.5253323316574097,-2150.9810011506656,9.787371658197873,-1209.7846991526199,0.010310046129879225,607.6221923828125,19
0.20421107053756715,110.23738098144531,0.9668760299682617,0.9393396377563477,-1187.8677769253595,73.78761402578938,0.18361182510852814,-360.39923095703125,-383.89239501953125,542.096400976181,-0.0969076156616211,307.0,0.3501299321651459,0.9741747975349426,684.558837890625,307.0,-0.06456197798252106,887.30859375,130.14657980456025,,-153.4047393798828,40000,0.5252650380134583,-2064.757614978167,9.696235962842174,-1187.8677769253595,0.010106897490323717,679.7625732421875,20
0.20838680893182754,19.75093650817871,0.9566882848739624,0.9379014372825623,-1161.9010327510762,73.8358202501299,0.18468411266803741,-384.76507568359375,-402.5982666015625,568.8295986652374,-0.09653853625059128,314.0,0.35607221722602844,0.9587110877037048,736.8265380859375,314.0,-0.12928521633148193,2260.854736328125,133.14012738853503,,-133.06216430664062,42000,0.5336852073669434,-1903.4914347864071,9.779661755282334,-1161.9010327510762,0.009907751681525063,733.7893676757812,21
0.1931434279680252,30.53545379638672,0.9708248972892761,0.9366987943649292,-1135.8652649619671,73.79372040306502,0.18247944116592407,-384.5850524902344,-404.23553466796875,596.256697177887,-0.03438243269920349,325.0,0.35591012239456177,0.9628068804740906,759.7351684570312,325.0,-0.029142558574676514,3003.5966796875,135.29846153846154,,-115.88941192626953,44000,0.5344886779785156,-1818.2985769567429,9.716784127985097,-1135.8652649619671,0.010310046129879225,754.55908203125,22
0.19701950758695602,-37.2433967590332,0.9709894061088562,0.9353663325309753,-1114.3459452163481,73.77643584649876,0.18609200417995453,-355.17730712890625,-374.0269775390625,623.505316734314,0.007563909515738487,333.0,0.3568729758262634,0.9545154571533203,788.6405639648438,333.0,0.08220871537923813,2020.4957275390625,137.54054054054055,,-89.19901275634766,46000,0.5387535095214844,-1593.6339431145336,9.709032414592727,-1114.3459452163481,0.009712529831903797,783.748046875,23
0.20681701645255088,-91.40258026123047,0.9781538844108582,0.9346831440925598,-1088.084612070912,73.63654057613242,0.18492698669433594,-333.6355285644531,-357.76275634765625,651.8502855300903,0.024297714233398438,342.0,0.35712048411369324,0.9661996364593506,872.5986938476562,342.0,0.05474032461643219,3764.325927734375,140.1812865497076,,-78.25321197509766,48000,0.5390125513076782,-1084.7312743752514,9.612917010157465,-1088.084612070912,0.009712529831903797,865.1149291992188,24
0.19818422734737395,-149.85931396484375,0.9515684247016907,0.9342606663703918,-1087.778735378443,73.61924245416455,0.1844213306903839,-364.5098876953125,-383.77264404296875,679.170259475708,0.10610036551952362,349.0,0.35741913318634033,0.9606834650039673,859.9005737304688,349.0,0.15647977590560913,1203.7640380859375,142.621776504298,,-64.21893310546875,50000,0.5416103601455688,-929.3839917046366,9.574295146160571,-1087.778735378443,0.009149642450409314,850.5479125976562,25
0.20678759932518007,-163.097412109375,0.9567382335662842,0.9336047768592834,-1103.1868134298174,73.39781491493325,0.18305769562721252,-373.2762756347656,-391.55926513671875,708.4679572582245,0.07552137225866318,358.0,0.35943958163261414,0.9564169049263,893.8370971679688,358.0,0.08905880153179169,1783.0184326171875,145.10335195530726,,-57.673553466796875,52000,0.5427286624908447,-878.3208411703266,9.548791079210513,-1103.1868134298174,0.00795985011672278,885.18310546875,26
0.20279383391141892,-234.06320190429688,0.9525303244590759,0.9331943392753601,-1059.4829256755356,73.25757069117147,0.1833033263683319,-376.65582275390625,-396.98797607421875,737.1251802444458,0.11929518729448318,365.0,0.36241012811660767,0.951804518699646,964.2445678710938,365.0,0.14793288707733154,3951.5732421875,147.7123287671233,,-36.75046920776367,54000,0.544952392578125,-640.2418584853956,9.501820848739891,-1059.4829256755356,0.008283051950460692,954.529296875,27
0.19781863406300546,-252.07000732421875,0.9424958825111389,0.9328795671463013,-1009.4702815921771,73.12162567548248,0.1836777627468109,-324.6707763671875,-350.49462890625,765.8473055362701,0.261413037776947,373.0,0.36428117752075195,0.9395003914833069,1005.3740844726562,373.0,0.20389246940612793,2419.41748046875,149.66487935656838,,-12.536423683166504,56000,0.54966801404953,-299.16523991549417,9.454921435402312,-1009.4702815921771,0.008449541294664952,996.4759521484375,28
0.19759468466043473,-316.3671569824219,0.9525194764137268,0.9333378076553345,-1037.5366230660477,73.20433073949016,0.17903408408164978,-309.3985290527344,-339.98870849609375,792.3028516769409,0.18325065076351166,381.0,0.3644484877586365,0.9455335140228271,972.314208984375,381.0,0.17518554627895355,3359.949951171875,151.81364829396327,,5.6163330078125,58000,0.5472413897514343,-406.64504854782246,9.410023491732291,-1037.5366230660477,0.00896935834762211,959.03564453125,29
0.2109950828552246,-392.8136291503906,0.944872260093689,0.9328982830047607,-944.909614465883,73.19626313739192,0.17858676612377167,-245.858642578125,-270.3846740722656,819.7139775753021,0.19202770292758942,390.0,0.36441534757614136,0.9379785060882568,1035.5291748046875,390.0,0.25413474440574646,2708.96630859375,153.8051282051282,,39.24981689453125,60000,0.5496390461921692,-287.6429543577654,9.329603093172896,-944.909614465883,0.00795985011672278,1023.0491943359375,30
0.19946400851011276,-452.51824951171875,0.9500700235366821,0.9318127036094666,-888.3699653596288,73.21977624641389,0.18023359775543213,-207.325439453125,-234.65982055664062,846.7657670974731,0.21912717819213867,398.0,0.3657761216163635,0.9289464354515076,1079.602294921875,398.0,0.2594982087612152,4394.7138671875,155.5929648241206,,58.11484909057617,62000,0.550266444683075,83.49533975060736,9.281340518379416,-888.3699653596288,0.008619377074687717,1056.54443359375,31
0.1924882210791111,-545.5479736328125,0.9145675301551819,0.9310594797134399,-815.9341754064538,73.2263983223091,0.18181386590003967,-148.38128662109375,-177.5047607421875,874.0017461776733,0.31114649772644043,407.0,0.366299033164978,0.9165608882904053,1087.84130859375,407.0,0.3138798773288727,4527.61376953125,156.92874692874693,0.002457002457002457,87.68584442138672,64000,0.5508962273597717,325.9019812565868,9.192236099690865,-815.9341754064538,0.008619377074687717,1075.8770751953125,32
0.19408351466059684,-548.6749877929688,0.8962631821632385,0.9303082227706909,-811.7407973957338,73.2149886777507,0.18317000567913055,-123.80296325683594,-151.28091430664062,901.4547593593597,0.38584285974502563,414.0,0.3665379583835602,0.8782158493995667,1135.562744140625,414.0,0.4303184151649475,12832.5888671875,158.96618357487924,0.0024154589371980675,93.54536437988281,66000,0.550202488899231,287.7623416200411,9.144410168905699,-811.7407973957338,0.007803009623294559,1120.9556884765625,33
0.20273271456360817,-581.77392578125,0.8802264332771301,0.9293352961540222,-825.8827080465228,73.21808534046382,0.1867932826280594,-68.49161529541016,-94.38627624511719,928.7322890758514,0.4214312434196472,422.0,0.3675825893878937,0.8522173762321472,1151.9871826171875,422.0,0.4644174575805664,4061.93505859375,161.12559241706163,0.002369668246445498,104.8442153930664,68000,0.5518918037414551,160.8484802015889,9.113041205008189,-825.8827080465228,0.00795985011672278,1141.728271484375,34
0.1937352356314659,-626.5083618164062,0.8635413646697998,0.9289251565933228,-858.7361602121931,73.08430878397265,0.18707701563835144,-107.42225646972656,-141.77865600585938,957.7979345321655,0.45242756605148315,429.0,0.36745044589042664,0.8645190000534058,1156.253662109375,429.0,0.45173078775405884,4442.0185546875,162.78088578088577,0.004662004662004662,113.17855834960938,70000,0.5519646406173706,63.6215108115782,9.108407128624796,-858.7361602121931,0.008119843104068908,1138.459716796875,35
0.19944069564342498,-650.2559204101562,0.871688961982727,0.9281287789344788,-815.5323599125306,73.11017017318015,0.18963812291622162,-139.98150634765625,-169.52713012695312,984.8151061534882,0.4111160933971405,437.0,0.36796635389328003,0.8998550176620483,1157.7225341796875,437.0,0.3555183410644531,3573.9306640625,164.64302059496566,0.006864988558352402,138.94410705566406,72000,0.5535218119621277,122.92293723475971,9.046602639669949,-815.5323599125306,0.008119843104068908,1141.2254638671875,36
0.20359184265136718,-737.355224609375,0.9441680908203125,0.9276361465454102,-790.614270508982,72.97398631335713,0.1906878799200058,-93.36100769042969,-129.04977416992188,1014.059992313385,0.19408755004405975,444.0,0.3676270842552185,0.9243438243865967,1182.132080078125,444.0,0.2564586400985718,5119.435546875,166.42117117117118,0.009009009009009009,154.63134765625,74000,0.5535162091255188,125.45450115973892,8.973744309563596,-790.614270508982,0.008283051950460692,1164.9752197265625,37
