#{"env_id": null, "t_start": 1523293104.4437346}
r,l,t
-1951.235406,102,3.581133
-1688.828126,79,3.738691
-2348.802597,71,4.912161
-1372.09612,110,6.174348
-13869.059114,204,8.960668
-6954.729396,182,11.729803
-2905.287162,78,13.391243
-997.814649,19,13.454936
-1348.692982,83,15.105347
-1188.159724,104,16.317169
-1369.566798,64,16.442399
-1721.731056,70,18.078822
-1401.120215,43,19.438979
-1150.711898,68,19.568254
-1910.144464,81,20.747776
-3124.254104,101,21.964463
-2698.122855,86,23.39698
-2853.932059,104,24.630839
-10440.506551,334,28.374633
-1944.544003,76,29.855321
-1720.08813,91,31.061601
-2089.619192,80,32.236198
-2100.884669,81,33.683612
-2111.874594,81,33.937003
-4107.165612,105,35.511561
-1574.685023,73,36.858433
-2602.320549,84,38.666738
-3126.469031,86,39.887616
-2036.691515,87,41.130153
-3242.558618,98,42.357887
-4778.140245,149,43.649086
-3107.450086,88,44.830878
-1092.601619,88,46.018975
-3020.369287,95,47.237023
-156.395193,92,48.450974
-657.193519,77,49.651259
838.529168,103,51.214684
-923.028844,75,51.411853
-1615.280978,85,52.644319
168.537946,90,53.845364
245.487054,106,55.091692
1399.275995,104,56.551978
-394.208361,88,57.768883
-494.498158,100,59.003255
-155.23863,107,60.228557
-1950.256065,114,61.716942
741.814823,109,63.338356
3868.62441,216,66.896918
-2924.094043,97,68.347209
1086.540126,118,70.066288
-1833.444479,73,70.292466
2343.838441,121,73.433481
-267.018076,99,74.700073
-452.480687,108,75.922923
211.15829,105,77.157823
2932.427177,169,79.514236
-3554.867684,103,80.982222
-47.990259,100,82.472221
321.911525,98,84.070352
1261.282376,110,85.299382
-120.485695,102,86.531598
311.87276,117,87.792299
-1212.750708,98,89.011435
-2566.483913,89,90.701127
-748.824555,89,92.353359
-2215.132192,94,93.936806
-2956.361807,96,94.184153
1502.5647,128,96.954857
1466.889726,126,98.37694
-238.642375,106,99.767453
938.037835,113,101.174845
1393.542945,118,102.497456
