rollout/episode_steps,AI_distance,rollout/actions_mean,reference_Q_mean,total/steps,AI_success_rate,rollout/actions_std,reference_perturbed_action_mean,total/steps_per_second,rollout/episodes,total/epochs,rollout/Q_mean,param_noise_stddev,reference_perturbed_action_std,total/episodes,rollout/return,train/loss_actor,reference_action_std,rollout/return_history,train/param_noise_distance,obs_rms_mean,AI_return,obs_rms_std,reference_Q_std,train/loss_critic,reference_actor_Q_mean,reference_action_mean,total/duration,reference_actor_Q_std
158.42,11.579731013698861,0.45210254192352295,-254.95745849609375,24000,,0.8447258472442627,0.5155850648880005,74.10042750034292,150.0,12,-0.1051015630364418,0.010106897490323717,0.8330249190330505,150.0,-722.9746887486298,-291.780517578125,0.8217630982398987,-75.74561595602623,0.2151823039352894,0.4000791907310486,-722.9746887486298,0.28285613656044006,581.0513916015625,3249.8154296875,-223.2733154296875,0.5492434501647949,323.8847711086273,576.4403686523438
163.73417721518987,11.508681405505317,0.44629138708114624,-203.86825561523438,26000,,0.8462756276130676,0.3731638193130493,74.19303823505588,158.0,13,40.87312316894531,0.010106897490323717,0.9021556377410889,158.0,-644.3922848939768,-362.72265625,0.8848553895950317,-2.7396202063422015,0.19843852311372756,0.4006492793560028,-644.3922848939768,0.28120526671409607,638.1124877929688,1563.6365966796875,-171.82362365722656,0.40428459644317627,350.4371922016144,640.9279174804688
168.15060240963857,11.317636193980938,0.4442138075828552,-133.75135803222656,28000,,0.8462139368057251,0.4294346570968628,74.4638971037805,166.0,14,95.29381561279297,0.00896935834762211,0.878502368927002,166.0,-514.6414448606278,-494.5218811035156,0.8992173075675964,210.78149548680835,0.21221385389566422,0.4011036455631256,-514.6414448606278,0.2794628143310547,715.9395141601562,2273.929931640625,-99.542236328125,0.39688581228256226,376.02114701271057,717.5543212890625
168.3932584269663,11.287545921008117,0.4349170923233032,-72.00889587402344,30000,,0.8509898781776428,0.5459828972816467,74.73969235794172,178.0,15,146.18934631347656,0.009149642450409314,0.8226714730262756,178.0,-418.7251492861812,-600.9798583984375,0.8252273201942444,309.79512822741026,0.19561382487416268,0.4023571014404297,-418.7251492861812,0.2806526720523834,750.1460571289062,5396.634765625,-43.938358306884766,0.5160757899284363,401.3931427001953,750.7897338867188
171.82258064516128,11.232093036406697,0.4358977675437927,-37.63232421875,32000,,0.8506253957748413,0.5406068563461304,74.50529531064471,186.0,16,186.04644775390625,0.00896935834762211,0.8283948302268982,186.0,-387.2770347121893,-644.4140014648438,0.8360894322395325,379.9021988668595,0.20129409492015837,0.40190044045448303,-387.2770347121893,0.2786920368671417,770.9117431640625,4513.53076171875,-6.2473602294921875,0.5173617601394653,429.49967336654663,773.0584716796875
174.64948453608247,11.276888830707541,0.43678927421569824,21.11981773376465,34000,,0.8498519659042358,0.5244654417037964,74.65120934464808,194.0,17,229.52423095703125,0.010310046129879225,0.8334407210350037,194.0,-400.7226437204337,-742.06787109375,0.8308349847793579,400.72539058288487,0.20445150032639503,0.40236908197402954,-400.7226437204337,0.2771143913269043,824.4720458984375,2657.610107421875,56.31633758544922,0.5380725860595703,455.45142936706543,828.13134765625
178.75621890547265,11.276165065863292,0.4339359700679779,113.22955322265625,36000,,0.8514131903648376,0.48121944069862366,74.86738598327793,201.0,18,281.7987365722656,0.011164302587074557,0.8543186187744141,201.0,-283.1443096710013,-790.2224731445312,0.8449438810348511,380.2081492513877,0.19430410921573638,0.40617841482162476,-283.1443096710013,0.27696558833122253,863.8355712890625,7926.244140625,152.7544403076172,0.5061302185058594,480.85023307800293,871.7036743164062
181.1866028708134,11.299672584823684,0.4317392110824585,210.1701202392578,38000,,0.8526549935340881,0.5699952244758606,75.04114172621385,209.0,19,325.2795715332031,0.009712529831903797,0.7944502830505371,209.0,-278.99380669858374,-855.1273193359375,0.7749127149581909,475.13036757395247,0.20336395978927613,0.4078453481197357,-278.99380669858374,0.2758433222770691,932.8880004882812,4601.87646484375,250.7318572998047,0.5897189378738403,506.3888838291168,937.3787841796875
184.34722222222223,11.31446983408354,0.42909541726112366,327.3672790527344,40000,,0.8536415696144104,0.6061570048332214,75.00051741286437,216.0,20,368.6134948730469,0.009149642450409314,0.7698875665664673,216.0,-213.23915373243494,-902.362548828125,0.7542811632156372,282.8264007007572,0.20544844806194307,0.41026273369789124,-213.23915373243494,0.2754461169242859,952.2272338867188,25139.029296875,360.73492431640625,0.6103328466415405,533.3296539783478,959.7486572265625
186.57777777777778,11.244030312465057,0.4253341555595398,383.6042785644531,42000,,0.85466468334198,0.5160362124443054,74.6937822050287,225.0,21,425.9021301269531,0.009521154623962158,0.8223330974578857,225.0,-135.5178876514213,-963.5752563476562,0.8207694888114929,625.6858471151442,0.19650560557842256,0.4105076193809509,-135.5178876514213,0.27402716875076294,1045.5682373046875,6909.89990234375,423.8016357421875,0.5240777134895325,562.2957997322083,1052.5615234375
188.03862660944205,11.197467101341024,0.4254685342311859,436.39935302734375,44000,,0.8546836376190186,0.5711283087730408,74.44294330623526,233.0,22,475.5158996582031,0.009907751681525063,0.78913813829422,233.0,-108.89467816483365,-1039.6385498046875,0.833706796169281,764.8818691373381,0.19581632301211357,0.4113633930683136,-108.89467816483365,0.2731952965259552,1115.7720947265625,4380.5380859375,474.138671875,0.5123037099838257,591.0566945075989,1121.8558349609375
189.2633744855967,11.127433245293176,0.4262380301952362,527.1988525390625,46000,,0.8547742366790771,0.5644779801368713,74.36203856659348,243.0,23,507.5029602050781,0.009521154623962158,0.8021528720855713,243.0,-58.46655947222935,-1102.024658203125,0.8033321499824524,966.1224467808228,0.20211738109588623,0.4104495048522949,-58.46655947222935,0.2736927568912506,1156.7454833984375,3910.6689453125,571.20361328125,0.5610699653625488,618.595198392868,1168.48779296875
191.24899598393574,10.988706316884702,0.4268854856491089,520.3565673828125,48000,,0.8543036580085754,0.5791137218475342,74.4931925645171,249.0,24,556.569091796875,0.008619377074687717,0.7909017205238342,249.0,89.59568316234542,-1132.569580078125,0.8134782314300537,1314.832033118927,0.20172294467687607,0.4114125370979309,89.59568316234542,0.27291733026504517,1162.3848876953125,4598.08642578125,556.01806640625,0.5425723195075989,644.3541798591614,1165.676513671875
192.2423076923077,10.919796687987876,0.42960336804389954,535.4818725585938,50000,,0.8532056212425232,0.7100675106048584,74.43908556423243,260.0,25,589.2572631835938,0.008449541294664952,0.6641952395439148,260.0,90.64074570705651,-1132.6878662109375,0.6610572934150696,1210.7340297154383,0.20770350098609924,0.41076022386550903,90.64074570705651,0.2729489207267761,1177.51806640625,6812.953125,577.3267211914062,0.7216188907623291,671.6901426315308,1182.230712890625
194.47744360902254,10.984341236701107,0.42832252383232117,523.1464233398438,52000,,0.8531436324119568,0.631278395652771,74.22514129794524,266.0,26,613.9622192382812,0.009149642450409314,0.7467454671859741,266.0,110.6789293761265,-1189.0384521484375,0.754523754119873,1148.7107506091388,0.20320655569434165,0.4127611815929413,110.6789293761265,0.27418774366378784,1139.0355224609375,9838.076171875,558.96484375,0.6276636719703674,700.5712497234344,1143.4136962890625
196.00363636363636,10.93192303395193,0.42891937494277954,531.1838989257812,54000,0.0036363636363636364,0.8532787561416626,0.5456825494766235,74.17501714124147,275.0,27,627.99267578125,0.008449541294664952,0.8018435835838318,275.0,146.3785868632851,-1192.3006591796875,0.8076563477516174,1245.3497631376504,0.20857092887163162,0.41319039463996887,146.3785868632851,0.27387112379074097,1189.0390625,4934.97412109375,566.9384765625,0.5369311571121216,728.0079207420349,1187.02490234375
198.39716312056737,10.78993406342114,0.4289672374725342,489.3920593261719,56000,0.0035460992907801418,0.8533760905265808,0.5351117253303528,74.14752289336616,282.0,28,667.1104125976562,0.008283051950460692,0.8016552329063416,282.0,229.50203066497355,-1184.7891845703125,0.7554778456687927,1382.3672772712787,0.19081399992108344,0.41239386796951294,229.50203066497355,0.27331095933914185,1210.8282470703125,17498.421875,526.9493408203125,0.6069884896278381,755.2511239051819,1211.0655517578125
199.92041522491348,10.75688431518788,0.4283351004123688,517.1549072265625,58000,0.0034602076124567475,0.853611171245575,0.6037667989730835,73.8456899320663,289.0,29,718.3427124023438,0.007803009623294559,0.7544116377830505,289.0,268.4436433672843,-1233.963623046875,0.8163228631019592,1619.9608571875694,0.1980466352403164,0.41358810663223267,268.4436433672843,0.2730366587638855,1214.49267578125,5724.85205078125,560.65185546875,0.5104000568389893,785.421600818634,1221.4710693359375
203.00338983050847,10.683699522061195,0.42536258697509766,557.967529296875,60000,0.003389830508474576,0.8551783561706543,0.5249441266059875,73.91403168555453,295.0,30,758.9305419921875,0.007803009623294559,0.811631441116333,295.0,363.5747713304256,-1309.5966796875,0.8461463451385498,1902.8667062647355,0.200888462215662,0.4128749668598175,363.5747713304256,0.2728867828845978,1238.373779296875,5395.6181640625,606.943359375,0.4887668490409851,811.7538528442383,1244.455810546875
203.33223684210526,10.635593943629916,0.4223199784755707,621.5391845703125,62000,0.003289473684210526,0.8565528392791748,0.537114143371582,73.96291591366263,304.0,31,810.9246215820312,0.00795985011672278,0.8056877851486206,304.0,387.14378516316066,-1421.760009765625,0.7851645350456238,1778.7196335588285,0.2001827125251293,0.4127905070781708,387.14378516316066,0.27286237478256226,1226.0352783203125,15120.7236328125,674.653564453125,0.5693008899688721,838.2579193115234,1234.303466796875
203.93610223642173,10.578965459659646,0.4193965792655945,644.5994873046875,64000,0.003194888178913738,0.857924222946167,0.4263805150985718,74.03829427893288,313.0,32,856.9732666015625,0.008119843104068908,0.8678299784660339,313.0,439.5733515794739,-1502.6552734375,0.8657677173614502,1869.890453289127,0.2077258701622486,0.41237446665763855,439.5733515794739,0.2731040120124817,1292.684814453125,11710.34765625,684.1434326171875,0.43163612484931946,864.4175372123718,1298.482177734375
205.325,10.506492024062187,0.4149429500102997,690.861083984375,66000,0.003125,0.8599231243133545,0.4521435797214508,73.91446859840381,320.0,33,891.8590698242188,0.007498538875796335,0.8701865673065186,320.0,427.87270479410546,-1578.1474609375,0.8398776650428772,1779.641540235808,0.21003288581967353,0.4108906388282776,427.87270479410546,0.2733604609966278,1348.1640625,4368.2158203125,739.2738037109375,0.5030795931816101,892.9239599704742,1345.708740234375
206.1341463414634,10.446906413978468,0.4125499427318573,759.736328125,68000,0.003048780487804878,0.8610793948173523,0.43128958344459534,73.99531257875557,328.0,34,938.3021240234375,0.00795985011672278,0.8771432042121887,328.0,465.76334759692355,-1565.50537109375,0.8473048210144043,1835.0085382107948,0.198383319824934,0.41091135144233704,465.76334759692355,0.27301979064941406,1312.623779296875,8381.255859375,823.741943359375,0.4863365590572357,918.9771301746368,1311.2044677734375
208.32634730538922,10.371297861225747,0.4094855785369873,914.5938720703125,70000,0.0029940119760479044,0.8622554540634155,0.33518144488334656,74.1080463026135,334.0,35,957.4758911132812,0.00795985011672278,0.8968184590339661,334.0,489.4135367190619,-1593.27392578125,0.911033570766449,1830.24416053935,0.19478708028793335,0.410067081451416,489.4135367190619,0.27285417914390564,1269.6981201171875,6814.48583984375,991.6377563476562,0.30060073733329773,944.5667979717255,1271.33349609375
210.58357771260998,10.299788556983227,0.40584322810173035,1049.3212890625,72000,0.002932551319648094,0.8640483617782593,0.31740161776542664,74.11781275622904,341.0,36,988.2169189453125,0.00795985011672278,0.8936448097229004,341.0,509.1217888863185,-1612.743896484375,0.8869907259941101,1905.964351981326,0.1933562371134758,0.4092662036418915,509.1217888863185,0.2725614905357361,1347.2708740234375,11854.02734375,1113.65087890625,0.38093116879463196,971.4263997077942,1347.1297607421875
211.99425287356323,10.243078613785888,0.40420088171958923,1117.3763427734375,74000,0.0028735632183908046,0.8645594716072083,0.36516010761260986,74.22989542842346,348.0,37,1015.5030517578125,0.008119843104068908,0.8852785229682922,348.0,546.2181807292529,-1601.9337158203125,0.9179672002792358,1671.173945790673,0.1918779793381691,0.4096519947052002,546.2181807292529,0.2725687026977539,1366.52099609375,25266.880859375,1169.223876953125,0.3081907331943512,996.9029266834259,1359.243408203125
213.7492957746479,10.209233447815988,0.4038381576538086,1009.0911865234375,76000,0.0028169014084507044,0.8646860122680664,0.43812084197998047,74.23833719548806,355.0,38,1038.1348876953125,0.006924774844929294,0.8636335730552673,355.0,623.4521666593761,-1624.71875,0.9004935026168823,1946.4934798751049,0.20529064685106277,0.40973469614982605,623.4521666593761,0.27226510643959045,1423.8565673828125,34534.0546875,1065.740234375,0.36226189136505127,1023.7298257350922,1420.5552978515625
215.8972222222222,10.241388144384077,0.3984285891056061,1138.681640625,78000,0.002777777777777778,0.8662961721420288,0.47043049335479736,74.21085660107501,360.0,39,1051.5218505859375,0.006924774844929294,0.829781174659729,360.0,609.2018868401332,-1664.0335693359375,0.9032262563705444,1957.4608537861322,0.20477686822414398,0.4102104604244232,609.2018868401332,0.27167758345603943,1386.9212646484375,8275.1455078125,1187.499267578125,0.3513955771923065,1051.0591518878937,1381.7667236328125
219.12637362637363,10.327654079683628,0.3900289833545685,1099.26171875,80000,0.0027472527472527475,0.8694288730621338,0.35697975754737854,74.1232169416049,364.0,40,1053.3114013671875,0.00678832942351661,0.8984798789024353,364.0,495.26988786719915,-1675.053955078125,0.8971207737922668,1477.7749689913826,0.19838798835873603,0.410724401473999,495.26988786719915,0.2712029814720154,1423.4976806640625,2801.546142578125,1144.45166015625,0.35254427790641785,1079.2839720249176,1427.307861328125
220.97304582210242,10.342822147550438,0.38740354776382446,1032.08251953125,82000,0.0026954177897574125,0.8700792193412781,0.48192793130874634,74.09756223583976,371.0,41,1070.04296875,0.007063962819312372,0.8448003530502319,371.0,443.74008787454187,-1607.024169921875,0.8604413270950317,1344.5950433533153,0.1915728671848774,0.4109678864479065,443.74008787454187,0.27119046449661255,1453.5430908203125,6827.5107421875,1071.616943359375,0.46237438917160034,1106.6490924358368,1457.71923828125
222.08488063660477,10.30688029477115,0.3867030441761017,993.2703857421875,84000,0.005305039787798408,0.8704299926757812,0.38924098014831543,74.1772968646875,377.0,42,1100.3638916015625,0.00735078803626736,0.8861633539199829,377.0,502.84385311236235,-1722.8013916015625,0.8150041103363037,1408.586401513576,0.20150420933961868,0.4118783175945282,502.84385311236235,0.27052927017211914,1468.7152099609375,6604.06201171875,1040.189697265625,0.5186191201210022,1132.4219613075256,1467.7489013671875
223.36623376623376,10.271295506896923,0.3822506368160248,1001.304443359375,86000,0.005194805194805195,0.872231125831604,0.4714679718017578,74.05608783753205,385.0,43,1104.9150390625,0.007205948471980551,0.8523103594779968,385.0,528.4402838266641,-1666.8082275390625,0.8148043751716614,1459.1535221562226,0.19521989658474923,0.4106793999671936,528.4402838266641,0.27044641971588135,1480.4351806640625,16023.9228515625,1036.207763671875,0.5314362049102783,1161.2819757461548,1474.997314453125
226.18814432989691,10.29938214979279,0.3788636028766632,932.5549926757812,88000,0.005154639175257732,0.8734726905822754,0.388039767742157,74.13205382740563,388.0,44,1116.9571533203125,0.007498538875796335,0.8964102864265442,388.0,493.75847910865906,-1684.6181640625,0.8734567761421204,1133.4169830100482,0.19786667972803115,0.41117769479751587,493.75847910865906,0.26980382204055786,1466.26220703125,7656.1337890625,976.7981567382812,0.4493280351161957,1187.0708479881287,1464.8076171875
227.66582278481013,10.306023176645187,0.37415918707847595,912.0659790039062,90000,0.005063291139240506,0.8752984404563904,0.3161117136478424,74.02820522152327,395.0,45,1120.4600830078125,0.007803009623294559,0.9306187629699707,395.0,451.2741754939597,-1694.963623046875,0.8996710777282715,709.9874177763855,0.20418667256832124,0.41066089272499084,451.2741754939597,0.26976314187049866,1441.650634765625,4397.466796875,962.7830810546875,0.3652961850166321,1215.752830028534,1440.9276123046875
229.105,10.292311749682094,0.37578868865966797,936.2139892578125,92000,0.005,0.8747463226318359,0.4987165331840515,74.09909101803954,400.0,46,1142.6558837890625,0.007649259507199841,0.8326388597488403,400.0,467.1924653965122,-1661.420654296875,0.867185115814209,671.7386836091481,0.19902733460068703,0.4115120470523834,467.1924653965122,0.26964518427848816,1474.18359375,12421.400390625,981.3759765625,0.44165635108947754,1241.580682516098,1477.1170654296875
231.31604938271605,10.31444251548488,0.3726414442062378,942.8936767578125,94000,0.0049382716049382715,0.8759433031082153,0.3033711314201355,74.06882472826281,405.0,47,1151.453125,0.007205948471980551,0.9332077503204346,405.0,426.27245992214216,-1705.90673828125,0.8929951786994934,650.9909917490701,0.19384496688842773,0.4115452468395233,426.27245992214216,0.26977771520614624,1576.1795654296875,33806.796875,990.6067504882812,0.3786214590072632,1269.089935541153,1577.70849609375
232.84466019417476,10.284825401995285,0.3704077899456024,1011.0150146484375,96000,0.0048543689320388345,0.8766769766807556,0.39674609899520874,73.92516548671037,412.0,48,1165.9560546875,0.007063962819312372,0.888735830783844,412.0,446.1761696014566,-1580.822998046875,0.92433762550354,479.12699200049497,0.19975906237959862,0.4116652011871338,446.1761696014566,0.2698948085308075,1590.898193359375,4251.34521484375,1070.505126953125,0.2967355251312256,1298.6105525493622,1598.8101806640625
234.3021582733813,10.329089451450944,0.37033000588417053,1065.779541015625,98000,0.004796163069544364,0.8767207264900208,0.3763207495212555,73.90622694311844,417.0,49,1193.571533203125,0.007063962819312372,0.9044427275657654,417.0,417.6883630581825,-1692.7379150390625,0.8996594548225403,385.34200637051805,0.206987114995718,0.4127153754234314,417.6883630581825,0.26922717690467834,1602.968994140625,5104.17626953125,1112.109130859375,0.3459038734436035,1326.004642009735,1609.15673828125
235.77068557919623,10.25931820241829,0.3693143427371979,1069.6142578125,100000,0.009456264775413711,0.8771867752075195,0.34389033913612366,73.8252293482551,423.0,50,1220.205078125,0.00795985011672278,0.902789831161499,423.0,498.601957737806,-1716.16015625,0.8291604518890381,738.0573838104287,0.19461769610643387,0.4130558967590332,498.601957737806,0.26840266585350037,1617.5869140625,28829.390625,1134.399169921875,0.5036606788635254,1354.5504820346832,1614.970947265625
236.78372093023256,10.227673183335767,0.36638787388801575,1080.634033203125,102000,0.009302325581395349,0.8784531354904175,0.2431192696094513,73.80268494669647,430.0,51,1233.2401123046875,0.006924774844929294,0.9432299733161926,430.0,577.5390592813139,-1738.5054931640625,0.8947283029556274,1005.9794730557084,0.2039450514316559,0.4131709635257721,577.5390592813139,0.268606036901474,1537.3033447265625,5217.06396484375,1131.84423828125,0.3714113235473633,1382.0635397434235,1528.4739990234375
238.46559633027522,10.212477320645661,0.3675369620323181,1085.500244140625,104000,0.009174311926605505,0.8780044913291931,0.34077268838882446,73.56722438650087,436.0,52,1250.7581787109375,0.00652345114787383,0.9047929048538208,436.0,594.6568314093649,-1682.6246337890625,0.8964047431945801,1032.3647427926821,0.20794859856367112,0.4136008322238922,594.6568314093649,0.26877111196517944,1495.2967529296875,5293.18701171875,1147.00634765625,0.34465324878692627,1413.6730163097382,1489.9273681640625
240.31746031746033,10.25553522318301,0.3683342933654785,1128.337890625,106000,0.009070294784580499,0.8771103024482727,0.3426719903945923,73.54117762357214,441.0,53,1253.3692626953125,0.0062689083313006155,0.9100169539451599,441.0,529.9562298192523,-1658.5810546875,0.9203816652297974,601.001673400556,0.20135364204645156,0.4140918552875519,529.9562298192523,0.26853102445602417,1482.1611328125,4386.0,1181.32275390625,0.3223724663257599,1441.3693583011627,1472.821533203125
242.34831460674158,10.231626265568963,0.36705854535102844,1090.321044921875,108000,0.011235955056179775,0.8774469494819641,0.5159227252006531,73.62410876129218,445.0,54,1251.9398193359375,0.00652345114787383,0.8216291069984436,445.0,532.3751591425716,-1677.2467041015625,0.8732832074165344,515.9251592251908,0.19955089837312698,0.41396862268447876,532.3751591425716,0.2680346667766571,1413.016357421875,7049.44873046875,1152.580810546875,0.40966224670410156,1466.9107961654663,1408.09130859375
243.39246119733926,10.159383888253474,0.3660391569137573,1042.7581787109375,110000,0.011086474501108648,0.8773968815803528,0.3011851906776428,73.62597720631074,451.0,55,1265.9620361328125,0.0062689083313006155,0.9210278391838074,451.0,569.31982879279,-1672.227294921875,0.9208881855010986,543.0721070822515,0.20757059305906295,0.4131515920162201,569.31982879279,0.26750126481056213,1402.6845703125,9307.138671875,1100.88232421875,0.31342920660972595,1494.0378949642181,1395.8858642578125
244.28384279475983,10.120645548137876,0.3640328049659729,1073.74267578125,112000,0.010917030567685589,0.8780784010887146,0.3792194426059723,73.61359810130297,458.0,56,1277.7144775390625,0.00678832942351661,0.8862787485122681,458.0,588.4129093913571,-1717.747802734375,0.8594838380813599,375.87566022044246,0.19706713050603866,0.4125436842441559,588.4129093913571,0.26729705929756165,1469.0445556640625,3571.605224609375,1120.1671142578125,0.4372158348560333,1521.4580307006836,1469.5538330078125
245.4535637149028,10.090013067557678,0.362718403339386,1026.5963134765625,114000,0.01079913606911447,0.8785755634307861,0.4888063967227936,73.68133277131656,463.0,57,1287.8360595703125,0.00678832942351661,0.8298123478889465,463.0,595.6838322191576,-1725.240966796875,0.7633558511734009,758.3113046735963,0.2058424533903599,0.41235828399658203,595.6838322191576,0.2668411433696747,1422.135498046875,15245.2578125,1067.134521484375,0.5790039896965027,1547.203283548355,1416.095947265625
247.2814498933902,10.047858540423997,0.36077430844306946,961.0783081054688,116000,0.010660980810234541,0.8791847229003906,0.36327067017555237,73.65685626601292,469.0,58,1305.70458984375,0.006654572515946094,0.8908353447914124,469.0,632.9656976266334,-1778.9632568359375,0.8682118058204651,1312.1285777847288,0.20141328752040863,0.4123964309692383,632.9656976266334,0.26662635803222656,1429.1031494140625,3457.153076171875,1004.5107421875,0.39122405648231506,1574.8703634738922,1426.1595458984375
248.68776371308016,9.998093691742836,0.36058852076530457,870.6063232421875,118000,0.012658227848101266,0.8792597651481628,0.3047294318675995,73.70920966972072,474.0,59,1331.48876953125,0.006654572515946094,0.9124046564102173,474.0,680.0414120377528,-1773.3609619140625,0.8620908856391907,1482.9628434863803,0.21295246228575707,0.4130468964576721,680.0414120377528,0.26627519726753235,1418.7215576171875,4242.31201171875,927.1614379882812,0.4140664339065552,1600.8854324817657,1424.06884765625
250.23060796645703,9.997536123727112,0.3596833646297455,809.1581420898438,120000,0.012578616352201259,0.8796778321266174,0.3327389061450958,73.69044959214374,477.0,60,1337.828369140625,0.00678832942351661,0.892115592956543,477.0,699.6089309374343,-1731.318115234375,0.8695396780967712,1441.413274337955,0.19859567850828172,0.41366466879844666,699.6089309374343,0.26581695675849915,1409.1505126953125,2777.00341796875,848.3348999023438,0.4135909080505371,1628.4335441589355,1410.5323486328125
