rollout/actions_std,reference_actor_Q_std,AI_return,rollout/return_history,obs_rms_std,train/loss_critic,total/epochs,reference_action_mean,rollout/episode_steps,reference_perturbed_action_mean,reference_actor_Q_mean,obs_rms_mean,total/steps,rollout/episodes,AI_success_rate,reference_action_std,rollout/actions_mean,AI_distance,rollout/return,total/episodes,total/steps_per_second,total/duration,reference_perturbed_action_std,train/param_noise_distance,rollout/Q_mean,reference_Q_mean,reference_Q_std,train/loss_actor,param_noise_stddev
0.9098801016807556,157.0048370361328,-1711.4226972547967,-1711.4226972547967,0.31209424138069153,229.1156768798828,1,0.5012377500534058,99.8,0.5251405239105225,-121.3871841430664,0.44001439213752747,2000,20.0,,0.8639642000198364,0.2511115074157715,13.361730966154173,-1711.4226972547967,20.0,57.60752732145251,34.71768522262573,0.8413825035095215,0.2161906498670578,-52.51953887939453,-123.05906677246094,157.56246948242188,136.992919921875,0.02788675535407124
0.8875488042831421,244.92483520507812,-1294.5259747858167,-1294.5259747858167,0.3107377290725708,93.04144287109375,2,0.49082082509994507,93.76190476190476,0.4967663288116455,-185.34368896484375,0.4378615617752075,4000,42.0,,0.8698447942733765,0.3893747627735138,12.356172228003981,-1294.5259747858167,42.0,57.754409943558585,69.25878047943115,0.8614953756332397,0.21741438660537823,-94.57767486572266,-188.45458984375,245.7435760498047,204.44586181640625,0.024260444499685715
0.8852609992027283,328.4109191894531,-1195.9507520676086,-1195.9507520676086,0.3140556514263153,81.51789855957031,3,0.5458060503005981,89.84848484848484,0.5482106804847717,-251.2124481201172,0.43881332874298096,6000,66.0,,0.8363839387893677,0.4146619141101837,12.723712895009122,-1195.9507520676086,66.0,57.369572393519455,104.58505702018738,0.8324633240699768,0.18487524561583996,-140.53408813476562,-254.3944549560547,328.4202575683594,282.79412841796875,0.02378241789989777
0.8723633885383606,410.7646179199219,-1132.0546290277564,-1132.0546290277564,0.31688934564590454,110.69479370117188,4,0.5534635782241821,88.76666666666667,0.5766115188598633,-335.66839599609375,0.4384523332118988,8000,90.0,,0.82972651720047,0.44999223947525024,12.833118466648095,-1132.0546290277564,90.0,56.89604806518428,140.60730528831482,0.8093677163124084,0.18654395129531623,-173.8937225341797,-338.7566833496094,410.94622802734375,352.5805969238281,0.0320551061703711
0.8613967299461365,452.8138122558594,-1086.059724891148,-962.5432279711363,0.3179107904434204,869.7111206054688,5,0.6664351224899292,88.27433628318585,0.6674805283546448,-425.72540283203125,0.4380912780761719,10000,113.0,,0.7416642308235168,0.47571879625320435,12.785203197601108,-1086.059724891148,113.0,57.05195054145919,175.2788450717926,0.7392186522483826,0.18740873254835605,-204.3717041015625,-429.39178466796875,453.7877197265625,420.3140869140625,0.05377849649835007
0.8392437696456909,483.2925109863281,-1034.4465357143586,-923.245037634787,0.31968799233436584,1880.5355224609375,6,0.6644756197929382,87.21897810218978,0.7489925622940063,-478.2041931152344,0.44029533863067627,12000,137.0,,0.7466996312141418,0.5157037973403931,12.699201736948082,-1034.4465357143586,137.0,56.51618178452127,212.3285689353943,0.651279866695404,0.2006625110283494,-246.3619842529297,-482.8119201660156,487.79046630859375,465.7342834472656,0.057086957702023926
0.822290301322937,480.6272888183594,-1001.7695514769168,-849.8332860911759,0.3214305341243744,81.80239868164062,7,0.7026700973510742,86.8375,0.751615047454834,-532.0100708007812,0.4418860375881195,14000,160.0,,0.6972424983978271,0.5453246235847473,12.74761600313679,-1001.7695514769168,160.0,56.44596655593177,248.0248076915741,0.6450707316398621,0.2811362374573946,-267.7035217285156,-534.472412109375,481.7229919433594,497.918212890625,0.04407386942827643
0.8596587181091309,518.5394287109375,-1043.0076033003352,-970.5826308271362,0.323738694190979,1019.9234619140625,8,0.129219189286232,88.23204419889503,0.21658435463905334,-573.5185546875,0.44540441036224365,16000,181.0,,0.9755248427391052,0.4773387610912323,12.814691205635468,-1043.0076033003352,181.0,56.16886815362431,284.85530376434326,0.9583494663238525,0.21829716354608536,-273.38592529296875,-581.30517578125,515.2429809570312,498.12628173828125,0.0156587938752642
0.8794209361076355,497.0592346191406,-1128.2286296184934,-1132.7989189227694,0.32465964555740356,826.1917114257812,9,0.25736913084983826,90.08121827411168,0.2561904489994049,-547.0004272460938,0.4482145309448242,18000,197.0,,0.9355025291442871,0.4303412139415741,12.855813786614457,-1128.2286296184934,197.0,56.28503842791366,319.80079436302185,0.9441054463386536,0.2064066396653652,-265.9916687011719,-560.4615478515625,501.0798645019531,454.99249267578125,0.012332335652468109
0.8931142091751099,499.118896484375,-1423.79401305487,-1756.5207181992885,0.3220570683479309,443.20703125,10,0.09081615507602692,95.62439024390244,0.0578056201338768,-464.3399658203125,0.4549614191055298,20000,205.0,,0.980014443397522,0.3900071680545807,13.200870527350357,-1423.79401305487,205.0,56.35341257600691,354.9030854701996,0.9736790060997009,0.2058431574702263,-277.6207275390625,-473.3575134277344,500.4416809082031,427.40289306640625,0.010944321720492653
0.9094904661178589,539.951904296875,-1772.9761051121163,-2533.303759645837,0.3189677596092224,5192.576171875,11,-0.012382850982248783,102.33649289099526,0.12883639335632324,-439.8532409667969,0.46486303210258484,22000,211.0,,0.9717775583267212,0.3374599516391754,13.432076935143174,-1772.9761051121163,211.0,56.40720266400464,390.0211136341095,0.9601244926452637,0.1969451643526554,-294.3393859863281,-448.2893371582031,538.0045166015625,447.74249267578125,0.011164302587074557
0.9114571809768677,590.8711547851562,-2016.988576874266,-3098.1977297755006,0.314962238073349,1444.83837890625,12,0.10631299018859863,110.65277777777777,0.12201979011297226,-393.5511779785156,0.4728994369506836,24000,216.0,,0.9732707738876343,0.3135313391685486,13.735904667567253,-2016.988576874266,216.0,56.35489833431958,425.8724744319916,0.9725959897041321,0.19719920814037323,-313.4593200683594,-403.18585205078125,591.7801513671875,432.9971008300781,0.010728675346037303
0.9120980501174927,620.7938842773438,-2097.521308143259,-3350.9538289602324,0.31015875935554504,1760.5498046875,13,0.17470717430114746,115.98198198198199,0.20079591870307922,-403.2802734375,0.4774129092693329,26000,222.0,,0.9533219933509827,0.29800260066986084,13.78440135949098,-2097.521308143259,222.0,56.41154962140762,460.89852476119995,0.9612466096878052,0.1870609039068222,-334.0015869140625,-414.65277099609375,623.4207763671875,455.6114196777344,0.009333550263662541
0.9145094156265259,663.4650268554688,-2208.856050425773,-3718.662102859819,0.30598723888397217,5329.36328125,14,0.0939764678478241,121.7,0.19324637949466705,-400.3553161621094,0.4795929193496704,28000,230.0,,0.9674146771430969,0.28203994035720825,13.7822441104328,-2208.856050425773,230.0,56.41812216952797,496.2944338321686,0.9619662165641785,0.20369722872972487,-361.838134765625,-411.9462585449219,666.869140625,443.6397705078125,0.009712529831903797
0.9136375784873962,693.9313354492188,-2228.3864573820906,-3848.3740569371525,0.30175673961639404,1048.807861328125,15,0.3193082809448242,125.80932203389831,0.1329433023929596,-393.77337646484375,0.48249170184135437,30000,236.0,,0.9264923930168152,0.28088653087615967,13.751031411794967,-2228.3864573820906,236.0,56.39220373921916,531.9884312152863,0.9647223353385925,0.2022254052758217,-363.44464111328125,-405.5722961425781,694.889892578125,422.2557678222656,0.00896935834762211
0.9148910045623779,711.0396728515625,-2419.6294888157254,-4404.855556316764,0.2994500696659088,2722.822265625,16,0.2577294707298279,131.9297520661157,0.13851529359817505,-371.26556396484375,0.4863448739051819,32000,242.0,,0.9430437088012695,0.27115246653556824,13.855206589479721,-2419.6294888157254,242.0,56.4173178179328,567.2017252445221,0.9671094417572021,0.19512333914637567,-370.2998962402344,-385.6984558105469,707.801513671875,403.4015197753906,0.009149642450409314
0.9139613509178162,722.5396118164062,-2584.078532909844,-4869.011919325094,0.29577961564064026,4129.77734375,17,0.32693958282470703,137.47560975609755,0.2648385763168335,-366.6036071777344,0.49004480242729187,34000,246.0,,0.9301977753639221,0.27034157514572144,13.958711557782468,-2584.078532909844,246.0,56.434895031791726,602.4641311168671,0.9405437707901001,0.19869324147701264,-389.39617919921875,-383.67694091796875,726.6587524414062,410.3070373535156,0.008619377074687717
0.9146239161491394,734.45166015625,-2503.619495429811,-4783.972244174378,0.2925754487514496,4859.90625,18,0.23797041177749634,140.9328063241107,0.19292549788951874,-383.759765625,0.4922087490558624,36000,253.0,,0.9416211247444153,0.26732099056243896,13.815118730105135,-2503.619495429811,253.0,56.477707880608435,637.4196360111237,0.9459723830223083,0.20075296491384506,-376.8531188964844,-398.0344543457031,737.427978515625,368.0429382324219,0.00896935834762211
0.915393054485321,726.9364013671875,-2520.836871340003,-4936.9696448887,0.28948041796684265,5303.5654296875,19,0.09441392123699188,146.64478764478764,0.15796735882759094,-369.15728759765625,0.49416112899780273,38000,259.0,,0.9420458078384399,0.2594633102416992,13.806479223913556,-2520.836871340003,259.0,56.47809688456808,672.8272037506104,0.9593891501426697,0.1977860675752163,-360.2109375,-391.39208984375,734.0929565429688,363.231689453125,0.008792626553888941
0.9143267869949341,755.704833984375,-2565.2625005654877,-5154.937188616526,0.2865210771560669,2484.93212890625,20,-0.0058796824887394905,150.1969696969697,0.012137146666646004,-316.90313720703125,0.4978462755680084,40000,264.0,,0.9780318140983582,0.2582769989967346,13.870964945893936,-2565.2625005654877,264.0,56.532941130806606,707.5520784854889,0.9595386981964111,0.20187407463788987,-347.7012939453125,-334.5914001464844,758.7407836914062,297.05242919921875,0.00896935834762211
0.9124823808670044,720.351806640625,-2487.2291859725383,-4982.462307230026,0.28468063473701477,3609.00634765625,21,-0.0420994833111763,156.1078066914498,-0.06589815020561218,-267.1038818359375,0.5010073184967041,42000,269.0,,0.9793289303779602,0.2596251964569092,13.800457494577671,-2487.2291859725383,269.0,56.50683334804517,743.272937297821,0.9713457226753235,0.20396051034331322,-343.1474609375,-286.13726806640625,718.8951416015625,286.71588134765625,0.009712529831903797
0.9113723635673523,700.9940185546875,-2447.8483125196362,-4926.134069519592,0.28223443031311035,1876.8721923828125,22,0.019754542037844658,158.83941605839416,0.06805337220430374,-241.46890258789062,0.504014790058136,44000,274.0,,0.9716809988021851,0.2634781301021576,13.752096298122005,-2447.8483125196362,274.0,56.521363134565526,778.466717004776,0.9688860177993774,0.19643709167838097,-325.790283203125,-259.3102722167969,701.3478393554688,221.0878143310547,0.009521154623962158
0.9103612899780273,662.10546875,-2508.82009812459,-5121.055698275138,0.2806510329246521,1449.4239501953125,23,0.03902386128902435,164.69064748201438,0.014341870322823524,-179.22528076171875,0.5069133639335632,46000,278.0,,0.9685506820678711,0.26805683970451355,13.786751680101007,-2508.82009812459,278.0,56.537632629166005,813.6173706054688,0.9711783528327942,0.20852043658494948,-319.52569580078125,-198.41580200195312,658.8663330078125,205.04869079589844,0.009712529831903797
0.910780668258667,714.0350952148438,-2370.0544959525514,-4785.211586426142,0.278470516204834,2676.864990234375,24,0.11059479415416718,168.8374558303887,0.0816618800163269,-148.1529541015625,0.5087676048278809,48000,283.0,,0.9632522463798523,0.2651378810405731,13.71500337127181,-2370.0544959525514,283.0,56.50127965047978,849.5382812023163,0.9774519205093384,0.20862069964408875,-284.76092529296875,-169.7917938232422,714.9132080078125,130.1465606689453,0.008449541294664952
