obs_rms_std,reference_action_std,reference_Q_std,train/loss_actor,rollout/episodes,total/duration,reference_action_mean,reference_perturbed_action_mean,rollout/return_history,reference_actor_Q_std,total/steps,total/epochs,AI_distance,rollout/episode_steps,obs_rms_mean,rollout/actions_std,param_noise_stddev,reference_actor_Q_mean,AI_return,rollout/Q_mean,reference_perturbed_action_std,rollout/actions_mean,AI_success_rate,train/loss_critic,total/episodes,rollout/return,total/steps_per_second,train/param_noise_distance,reference_Q_mean
0.37115269899368286,0.9350317120552063,1174.7723388671875,931.1473999023438,169.0,298.9428679943085,-0.2819003164768219,-0.2555290758609772,-1688.8658243643988,1165.13037109375,22000,11,12.159891081973896,129.75739644970415,0.4038904309272766,0.8893387317657471,0.012833077932624282,-1556.566162109375,-2823.107516931213,-531.159912109375,0.9488151669502258,-0.38319292664527893,,1175.8155517578125,169.0,-2823.107516931213,73.59265717762116,0.19557030767202377,-1583.8729248046875
0.37627333402633667,0.9696757197380066,1199.0550537109375,871.0328979492188,182.0,325.08854937553406,-0.13739773631095886,-0.15778177976608276,-1461.9320261980722,1187.715576171875,24000,12,11.788665338144737,131.82417582417582,0.4190499484539032,0.9023927450180054,0.0136225708197137,-1542.5885009765625,-2647.048199802245,-523.2156372070312,0.9642308950424194,-0.3508741855621338,,1243.1131591796875,182.0,-2647.048199802245,73.82603923177807,0.20470104202628137,-1576.2142333984375
0.38869690895080566,0.9872352480888367,1159.249267578125,800.1735229492188,192.0,352.29152178764343,-0.04588031768798828,-0.07118779420852661,-1173.9664676107175,1138.5794677734375,26000,13,11.540217765390153,134.171875,0.4383188784122467,0.9144244194030762,0.015047793132436803,-1410.592041015625,-2472.338603838699,-504.8651123046875,0.9872808456420898,-0.311255544424057,,8384.8857421875,192.0,-2472.338603838699,73.80251408852368,0.20945517733693123,-1452.09912109375
0.40316882729530334,0.9880498647689819,1271.4947509765625,703.65185546875,201.0,380.4744029045105,-0.05506543815135956,-0.07732858508825302,-638.8320353558896,1263.99560546875,28000,14,11.325553262880154,138.6417910447761,0.4580955505371094,0.9224095344543457,0.015047793132436803,-1428.182373046875,-2194.8517211661606,-492.917724609375,0.9835924506187439,-0.27921050786972046,0.004975124378109453,847.2296142578125,201.0,-2194.8517211661606,73.59233574256321,0.20686088547110557,-1458.496826171875
0.4135313630104065,0.9838224053382874,1258.6295166015625,588.1341552734375,209.0,406.9444668292999,-0.00642833486199379,-0.09516526758670807,-355.06065107391333,1258.26220703125,30000,15,11.171323247489267,142.7846889952153,0.47786757349967957,0.9277612566947937,0.013091022799070031,-1324.852783203125,-2030.851087792209,-461.92742919921875,0.9876283407211304,-0.25232720375061035,0.004784688995215311,8148.01611328125,209.0,-2030.851087792209,73.7201324636367,0.20812258407473563,-1354.76416015625
0.41523680090904236,0.9810497760772705,1396.2266845703125,490.3074951171875,219.0,433.46334528923035,-0.059382401406764984,-0.02477245032787323,-116.56098798454116,1388.5059814453125,32000,16,11.010855936806157,145.90867579908675,0.48764118552207947,0.929951548576355,0.012332335652468109,-1339.868408203125,-1912.5312418272772,-446.0504150390625,0.9812116622924805,-0.2398751825094223,0.0045662100456621,2067.644287109375,219.0,-1912.5312418272772,73.82400460792793,0.20806568786501883,-1371.766845703125
0.4159959554672241,0.9716742634773254,1426.0628662109375,310.8951416015625,228.0,458.92453718185425,-0.09179508686065674,-0.028205037117004395,238.3001256627489,1417.710205078125,34000,17,10.887244425336483,148.96491228070175,0.5005988478660583,0.933639645576477,0.012332335652468109,-1350.927490234375,-1757.073711134216,-406.10626220703125,0.986748218536377,-0.21988803148269653,0.0043859649122807015,1412.4664306640625,228.0,-1757.073711134216,74.08625437372746,0.19371041521430016,-1384.31689453125
0.41492190957069397,0.987653911113739,1460.0758056640625,230.5049591064453,239.0,485.0238182544708,-0.06646586954593658,-0.06114376336336136,672.1121183062219,1452.4434814453125,36000,18,10.746652425637425,150.59832635983264,0.5096091628074646,0.9367561340332031,0.01208933992007461,-1334.9876708984375,-1570.2087094953097,-363.7207336425781,0.9864180088043213,-0.20323321223258972,0.0041841004184100415,1826.69970703125,239.0,-1570.2087094953097,74.22315903899047,0.2040851232409477,-1368.7108154296875
0.41543906927108765,0.9794676303863525,1480.528564453125,142.59878540039062,248.0,512.7121562957764,-0.12957599759101868,-0.13985492289066315,1145.419538085844,1475.8748779296875,38000,19,10.62523872366115,153.06854838709677,0.5194023847579956,0.9397349953651428,0.011388705069074755,-1357.094482421875,-1384.343351815286,-317.1047058105469,0.9705568552017212,-0.1879347711801529,0.004032258064516129,1221.4088134765625,248.0,-1384.343351815286,74.11566028498521,0.19170794665813445,-1387.9921875
0.4176972806453705,0.9661112427711487,1536.8746337890625,30.60157012939453,255.0,542.0302579402924,-0.09850431978702545,-0.11943098902702332,1662.0815424639047,1530.086181640625,40000,20,10.524540023555566,156.22745098039215,0.529740571975708,0.9422227740287781,0.01208933992007461,-1392.914794921875,-1219.25452757114,-275.2835388183594,0.9622619152069092,-0.17357853055000305,0.00392156862745098,1954.79931640625,255.0,-1219.25452757114,73.79661820356571,0.19666217759251595,-1425.2763671875
0.41566702723503113,0.9782740473747253,1600.4935302734375,-105.26615905761719,265.0,571.2473406791687,0.006974026560783386,0.010023176670074463,2056.4299617199226,1593.9154052734375,42000,21,10.275196174500284,158.00754716981132,0.5363784432411194,0.9448912739753723,0.011388705069074755,-1370.911376953125,-1021.973725999882,-223.2950897216797,0.9784533977508545,-0.156764954328537,0.007547169811320755,1244.936767578125,265.0,-1021.973725999882,73.52331820059813,0.20242706447839737,-1408.34912109375
0.41512802243232727,0.976118266582489,1631.4041748046875,-174.93772888183594,274.0,598.707585811615,-0.07325343042612076,-0.04343457520008087,2383.565990670554,1625.1490478515625,44000,22,10.119008025602437,160.2919708029197,0.542343020439148,0.9467076063156128,0.01208933992007461,-1296.7899169921875,-894.1575351175165,-179.6549835205078,0.9716051816940308,-0.14246606826782227,0.010948905109489052,4366.59228515625,274.0,-894.1575351175165,73.49163605527578,0.1921176916360855,-1333.36767578125
0.41337066888809204,0.9726955890655518,1668.4107666015625,-264.67669677734375,283.0,627.1805598735809,-0.024563096463680267,-0.08067141473293304,2595.317962467641,1667.001708984375,46000,23,9.972431968829829,162.14134275618375,0.548172116279602,0.9484212398529053,0.011388705069074755,-1283.55322265625,-786.2627238130526,-136.32472229003906,0.9663875699043274,-0.1297754943370819,0.01060070671378092,2882.4384765625,283.0,-786.2627238130526,73.34411004268387,0.19975062921643258,-1322.1978759765625
0.4116526246070862,0.9735282063484192,1665.862060546875,-361.109619140625,292.0,653.912900686264,-0.03397105261683464,0.020851286128163338,2673.672037157841,1654.0341796875,48000,24,9.865713535011595,164.1917808219178,0.5525751709938049,0.9495809078216553,0.010517278057089798,-1255.77587890625,-710.0061925385141,-96.36028289794922,0.9746109247207642,-0.12096550315618515,0.010273972602739725,2989.801025390625,292.0,-710.0061925385141,73.40427134810353,0.19272555828094481,-1297.272705078125
0.4119389057159424,0.9835869073867798,1704.4326171875,-436.32574462890625,300.0,682.5688669681549,-0.030860066413879395,-0.09269703179597855,2608.9618629395372,1693.1832275390625,50000,25,9.751660051697824,165.79666666666665,0.5587716698646545,0.9508941173553467,0.01161761804096316,-1197.44091796875,-615.9478528932397,-50.64955139160156,0.9723857641220093,-0.1102508008480072,0.01,2629.0888671875,300.0,-615.9478528932397,73.252681772743,0.2002015905082226,-1249.6231689453125
0.41052931547164917,0.9813500642776489,1742.3948974609375,-528.7894897460938,310.0,708.7821459770203,-0.09442984312772751,-0.010026371106505394,2608.9492808586588,1717.7567138671875,52000,26,9.617302101292767,167.60967741935485,0.562879741191864,0.9521785974502563,0.010517278057089798,-1136.201171875,-525.519079960942,-16.123884201049805,0.9820609092712402,-0.10064494609832764,0.00967741935483871,2755.827392578125,310.0,-525.519079960942,73.36527915544576,0.20595237761735916,-1187.3468017578125
0.40979254245758057,0.9769547581672668,1466.5113525390625,-525.4075927734375,317.0,734.9732081890106,-0.07629445195198059,-0.17644518613815308,2850.0448537221264,1395.69091796875,54000,27,9.506253545965679,168.7539432176656,0.5675942301750183,0.9534715414047241,0.010106897490323717,-924.283447265625,-430.0093585496233,27.287906646728516,0.9419916272163391,-0.08976605534553528,0.00946372239747634,1841.8922119140625,317.0,-430.0093585496233,73.47206591796336,0.19743534602224827,-1004.88232421875
0.4114845395088196,0.9761497974395752,1111.6534423828125,-651.338623046875,325.0,763.1782131195068,-0.025974132120609283,0.0024366099387407303,2728.9907486855514,1094.9525146484375,56000,28,9.440493230444808,171.7323076923077,0.569878339767456,0.95412677526474,0.01185113216358652,-618.6658935546875,-421.1418211767862,51.781375885009766,0.9745867848396301,-0.08083173632621765,0.009230769230769232,2810.873046875,325.0,-421.1418211767862,73.37735673965172,0.20040130823850633,-689.388916015625
0.4108625054359436,0.9883177280426025,996.1539916992188,-742.77587890625,334.0,789.6731908321381,0.03614303842186928,0.06397777050733566,2914.489804545682,995.3618774414062,58000,29,9.346124195334893,173.4011976047904,0.573473334312439,0.955137312412262,0.011164302587074557,-451.7532958984375,-295.9645285962211,91.34754180908203,0.9815979599952698,-0.0734143853187561,0.008982035928143712,2039.6058349609375,334.0,-295.9645285962211,73.44810571431586,0.19911022886633872,-517.6566772460938
0.41004300117492676,0.9797397255897522,908.4122924804688,-758.1775512695312,342.0,818.6627604961395,0.023764200508594513,-0.0031048133969306946,2786.6733949181635,906.6365966796875,60000,30,9.274867644297556,175.43567251461988,0.5764870643615723,0.9561210870742798,0.01161761804096316,-304.78961181640625,-243.8138979959056,117.38557434082031,0.9809200763702393,-0.06730691343545914,0.008771929824561403,2777.658447265625,342.0,-243.8138979959056,73.29025197584144,0.20547813534736634,-362.55462646484375
0.40808194875717163,0.9836105704307556,872.3701171875,-790.8672485351562,351.0,844.7278952598572,0.1065925732254982,0.08419367671012878,2577.999882989735,878.0628662109375,62000,31,9.172642486186819,176.23931623931625,0.5769996643066406,0.9569318294525146,0.009521154623962158,-202.7652130126953,-220.33976170429204,134.18182373046875,0.973724901676178,-0.06041884422302246,0.008547008547008548,3567.7783203125,351.0,-220.33976170429204,73.39641599136182,0.2024978892505169,-262.3256530761719
0.4092974364757538,0.9621390700340271,878.2199096679688,-827.08544921875,357.0,871.661637544632,0.13483069837093353,-0.0015658382326364517,2326.0300197112992,883.1948852539062,64000,32,9.13677535440954,179.03361344537817,0.5810471177101135,0.9571585655212402,0.00896935834762211,-91.15440368652344,-185.51618778442585,165.74676513671875,0.9777491688728333,-0.05087454617023468,0.008403361344537815,4720.302734375,357.0,-185.51618778442585,73.42298575887824,0.20282272681593894,-154.74411010742188
0.40837737917900085,0.9542797803878784,836.159912109375,-935.1864013671875,364.0,898.4370272159576,0.26196786761283875,0.27993056178092957,2371.5574612708956,831.1500854492188,66000,33,9.078653412319051,180.84615384615384,0.5848227143287659,0.9568020105361938,0.008619377074687717,91.76583099365234,-94.54537277726219,199.98110961914062,0.9368454813957214,-0.04391137883067131,0.01098901098901099,2817.17724609375,364.0,-94.54537277726219,73.46090822249198,0.19419117882847786,27.099239349365234
0.40660232305526733,0.9532760381698608,797.9911499023438,-1009.256591796875,373.0,927.1660485267639,0.2279769629240036,0.30363935232162476,2541.3899212137153,797.42822265625,68000,34,8.943356315683875,182.24128686327077,0.5865816473960876,0.9571213126182556,0.008792626553888941,187.5826873779297,23.01312491929033,235.13131713867188,0.9347813129425049,-0.03691786155104637,0.0160857908847185,3036.555908203125,373.0,23.01312491929033,73.3417709891877,0.1933898763358593,120.27983093261719
0.4047638177871704,0.9717424511909485,783.06689453125,-1011.968017578125,380.0,953.6912250518799,0.08915677666664124,0.12596863508224487,2651.775900794496,780.5504760742188,70000,35,8.886412048404873,183.71842105263158,0.5884337425231934,0.9566213488578796,0.00896935834762211,253.40042114257812,93.42573981350456,261.9289245605469,0.9723792672157288,-0.03137969225645065,0.018421052631578946,6524.83251953125,380.0,93.42573981350456,73.3990186353996,0.1995728000998497,181.61013793945312
0.40330106019973755,0.9451799392700195,761.7477416992188,-1061.18115234375,389.0,980.1585276126862,0.24938589334487915,0.18182936310768127,2506.6752063032673,768.35791015625,72000,36,8.836053267523365,185.0025706940874,0.5903573632240295,0.9564450979232788,0.009149642450409314,371.5252990722656,126.9022957975406,283.9384765625,0.9485841393470764,-0.02687203697860241,0.017994858611825194,4163.27734375,389.0,126.9022957975406,73.45750505825433,0.19885411500930786,298.9637451171875
0.4017651379108429,0.9588754177093506,750.9166870117188,-1114.35595703125,397.0,1007.4721577167511,0.1566198617219925,0.13688711822032928,2480.2599931049326,751.375244140625,74000,37,8.755312232067894,186.14357682619647,0.5914326906204224,0.9565605521202087,0.009333550263662541,368.77874755859375,161.03288376593,307.6400146484375,0.9707848429679871,-0.022623907774686813,0.017632241813602016,6636.94580078125,397.0,161.03288376593,73.4511613380039,0.1951922918856144,303.1849060058594
0.4001045823097229,0.96543949842453,751.6670532226562,-1141.54052734375,407.0,1034.6951222419739,0.16879577934741974,0.17103104293346405,2577.5706415602476,759.2431030273438,76000,38,8.624817950787495,186.71744471744472,0.5912669897079468,0.9566329717636108,0.009333550263662541,418.51953125,215.7233340486633,334.6858825683594,0.9640945196151733,-0.018443236127495766,0.019656019656019656,4875.59228515625,407.0,215.7233340486633,73.45158816958899,0.19412491992115974,348.01416015625
0.39936724305152893,0.9751030802726746,736.2266235351562,-1161.3770751953125,413.0,1062.0649437904358,0.18194106221199036,0.1955917328596115,2751.783016622102,736.7538452148438,78000,39,8.583928108769049,188.3365617433414,0.5943564176559448,0.9566308856010437,0.009333550263662541,442.137451171875,300.86222497553626,372.55035400390625,0.9691551923751831,-0.011545372195541859,0.01937046004842615,4931.77978515625,413.0,300.86222497553626,73.44183654308694,0.20653044074773788,378.77423095703125
0.3983650803565979,0.961617648601532,773.5516357421875,-1200.5877685546875,421.0,1089.6184146404266,0.2243616282939911,0.29125863313674927,2930.4338254830095,775.3382568359375,80000,40,8.51991545581505,189.84085510688837,0.5958739519119263,0.9567912220954895,0.009333550263662541,589.5413818359375,359.9995122034098,397.4662780761719,0.930243968963623,-0.0067161209881305695,0.019002375296912115,3328.05615234375,421.0,359.9995122034098,73.42019823187363,0.18785333797335624,516.3930053710938
0.39970633387565613,0.9426231384277344,762.63720703125,-1244.5577392578125,428.0,1116.422434091568,0.29242825508117676,0.32539764046669006,2457.115792038399,767.4373168945312,82000,41,8.554476919332854,191.24766355140187,0.5968866348266602,0.9567107558250427,0.009149642450409314,703.94970703125,308.3150798334444,408.0130920410156,0.9307153820991516,-0.0037283909041434526,0.018691588785046728,6270.908203125,428.0,308.3150798334444,73.44890025138498,0.19389987081289292,626.8926391601562
0.3982512950897217,0.9350392818450928,817.8101806640625,-1260.6429443359375,437.0,1143.8914563655853,0.3162347376346588,0.29486212134361267,2382.3436996094197,817.8145141601562,84000,42,8.481919911139201,192.08924485125857,0.5977419018745422,0.9565153121948242,0.008619377074687717,739.1998901367188,341.9630317674758,427.0907287597656,0.9446007609367371,0.0011048498563468456,0.020594965675057208,2284.7158203125,437.0,341.9630317674758,73.4335408596266,0.1926848503947258,672.6618041992188
0.39690208435058594,0.9338827729225159,866.9476928710938,-1269.4749755859375,445.0,1173.1392254829407,0.3232364356517792,0.2706649601459503,2523.78158373374,878.1754760742188,86000,43,8.4428080444557,192.98876404494382,0.5990435481071472,0.9567881226539612,0.008283051950460692,763.7022094726562,377.614102611733,443.7010192871094,0.9405482411384583,0.0061714546754956245,0.020224719101123594,4711.0498046875,445.0,377.614102611733,73.30758202599252,0.19266540825366973,685.5570068359375
0.39578500390052795,0.9340949654579163,973.1314086914062,-1271.0413818359375,453.0,1200.245740890503,0.3065754175186157,0.3302200436592102,2695.7982547039405,983.385498046875,88000,44,8.405890936879366,193.6291390728477,0.5994063019752502,0.9565819501876831,0.008449541294664952,924.4741821289062,422.64758664295175,465.3818054199219,0.9212645292282104,0.010638950392603874,0.02207505518763797,5927.51318359375,453.0,422.64758664295175,73.31831890918423,0.19880677953362466,853.0888671875
0.3952004015445709,0.9394518136978149,1023.32421875,-1188.052001953125,461.0,1228.3924252986908,0.25527068972587585,0.27632012963294983,2599.971146768717,1029.7855224609375,90000,45,8.333012940360113,194.80911062906725,0.5992669463157654,0.9563665986061096,0.007803009623294559,924.818359375,467.91418524547606,487.1471862792969,0.9394092559814453,0.01514800637960434,0.02386117136659436,4218.18505859375,461.0,467.91418524547606,73.26648890570615,0.20387752577662469,859.6129150390625
0.3948732018470764,0.9522034525871277,1089.000732421875,-1234.07275390625,471.0,1255.3507118225098,0.2532096207141876,0.1848272979259491,2369.8663118764166,1099.8919677734375,92000,46,8.289123255607596,195.1656050955414,0.599199652671814,0.9560959935188293,0.00896935834762211,964.7176513671875,488.66186308010515,503.7767333984375,0.9608010053634644,0.01814972795546055,0.025477707006369428,2558.61376953125,471.0,488.66186308010515,73.28629293278132,0.19132846027612685,899.1656494140625
0.39390408992767334,0.9443826675415039,1112.7371826171875,-1251.718017578125,479.0,1282.6833868026733,0.27459460496902466,0.2486514151096344,2247.213700230173,1123.5146484375,94000,47,8.222425044269514,195.7348643006263,0.6007612347602844,0.9558612704277039,0.008619377074687717,952.212158203125,535.1681392755249,533.739501953125,0.9526916742324829,0.022185862064361572,0.025052192066805846,3842.1298828125,479.0,535.1681392755249,73.28386799669438,0.1972177170217037,874.693603515625
0.39245039224624634,0.9459779262542725,1151.875,-1329.0352783203125,487.0,1309.49573969841,0.2563171982765198,0.2629992365837097,2602.20348153356,1160.0986328125,96000,48,8.149226890680664,196.59753593429159,0.6015408039093018,0.9558207392692566,0.00896935834762211,1067.822998046875,621.3973639621912,559.9723510742188,0.9334790706634521,0.02564377896487713,0.026694045174537988,3403.947509765625,487.0,621.3973639621912,73.31066233335723,0.19152846962213516,999.3482055664062
0.392845094203949,0.8511666059494019,1199.4471435546875,-1272.9317626953125,495.0,1336.956196308136,0.4723309874534607,0.44711145758628845,2647.9116251880764,1204.1722412109375,98000,49,8.143302689368655,197.86666666666667,0.6030774712562561,0.9558420181274414,0.008119843104068908,1116.6309814453125,645.5731329100222,577.9761352539062,0.8630571365356445,0.029982123523950577,0.026262626262626262,5945.61865234375,495.0,645.5731329100222,73.30083085041731,0.1959316985309124,1057.709228515625
0.3915843367576599,0.933107852935791,1168.4747314453125,-1272.8702392578125,504.0,1365.0247070789337,0.2821696400642395,0.45449912548065186,2590.3045021908333,1178.9156494140625,100000,50,8.0821512173487,198.09325396825398,0.6029369831085205,0.9555501937866211,0.008283051950460692,1120.0338134765625,672.0120477181895,593.034423828125,0.853981077671051,0.0351569764316082,0.027777777777777776,2769.922607421875,504.0,672.0120477181895,73.25874724567709,0.20663600862026216,1048.197509765625
0.39197438955307007,0.8868309855461121,1174.362060546875,-1304.2598876953125,511.0,1394.3845031261444,0.40259692072868347,0.4483838379383087,2145.0852138846267,1190.65087890625,102000,51,8.063148321715433,199.17221135029354,0.6023131608963013,0.9553987979888916,0.008619377074687717,1120.06640625,651.8067091028302,611.8248901367188,0.8703505992889404,0.04045691713690758,0.0273972602739726,4374.529296875,511.0,651.8067091028302,73.15055479411942,0.2000693978369236,1042.798583984375
0.39241519570350647,0.9004551768302917,1138.6468505859375,-1288.85107421875,518.0,1420.8340196609497,0.387336403131485,0.3682022988796234,2027.4926343831403,1150.7462158203125,104000,52,8.045999898537055,200.71428571428572,0.6032088398933411,0.9553017616271973,0.00795985011672278,1068.53466796875,662.2010253046232,624.2605590820312,0.8994818329811096,0.04489108547568321,0.02895752895752896,4793.255859375,518.0,662.2010253046232,73.19644558117864,0.20825719431042672,1001.0452880859375
0.39211535453796387,0.9197333455085754,1131.6112060546875,-1303.093017578125,525.0,1447.7198901176453,0.3281189799308777,0.3968200981616974,2093.8970423545325,1142.931640625,106000,53,8.025278909254897,201.55809523809523,0.6033453941345215,0.954889178276062,0.008119843104068908,960.904052734375,666.6495172410596,643.9978637695312,0.8944359421730042,0.04855614900588989,0.02857142857142857,5159.06640625,525.0,666.6495172410596,73.21858373541181,0.19152410328388214,890.0205688476562
0.39158448576927185,0.9269835352897644,1095.7772216796875,-1376.09033203125,533.0,1475.1934690475464,0.28746703267097473,0.3451041281223297,2439.220189742182,1107.1712646484375,108000,54,7.968726503089341,202.4652908067542,0.6046853065490723,0.9547303318977356,0.008619377074687717,955.2064819335938,707.2375068986154,659.7272338867188,0.9270301461219788,0.05156075954437256,0.0300187617260788,4030.0556640625,533.0,707.2375068986154,73.21073626344742,0.20122834652662278,887.0364379882812
0.39060670137405396,0.9093685150146484,1090.816650390625,-1386.3369140625,541.0,1501.6208939552307,0.3775833547115326,0.361471563577652,2380.8713443712086,1102.7830810546875,110000,55,7.905928231588741,203.03327171903882,0.6051127314567566,0.954372227191925,0.008283051950460692,982.4954833984375,730.268785509869,676.2813110351562,0.9215754270553589,0.05355636030435562,0.031423290203327174,3900.531982421875,541.0,730.268785509869,73.2541751668511,0.20076036274433137,911.932861328125
0.39004093408584595,0.8669191002845764,1080.875732421875,-1323.9644775390625,549.0,1530.884816646576,0.4658994972705841,0.4143555462360382,2378.647500867596,1087.89501953125,112000,56,7.8404481145481295,203.63023679417122,0.6054602265357971,0.9542698860168457,0.008449541294664952,945.825927734375,767.5296086748052,692.93701171875,0.8868653178215027,0.055234916508197784,0.030965391621129327,4140.74609375,549.0,767.5296086748052,73.16030493093369,0.2046164020895958,885.0220947265625
0.3893744647502899,0.9340839385986328,1048.2064208984375,-1365.59326171875,558.0,1557.5619156360626,0.29235607385635376,0.3175836503505707,2440.225641771889,1056.8763427734375,114000,57,7.807487533811705,204.05017921146953,0.6069893836975098,0.953966498374939,0.00795985011672278,874.5155029296875,810.2433065461098,718.19580078125,0.9216334223747253,0.05746668204665184,0.03046594982078853,4719.95556640625,558.0,810.2433065461098,73.19131191869553,0.19654581040143967,813.9232177734375
0.38908514380455017,0.9370449185371399,1011.5658569335938,-1355.3360595703125,566.0,1585.6612627506256,0.2763373553752899,0.3176381587982178,2495.3006144807487,1020.730224609375,116000,58,7.808426766249275,204.73851590106008,0.6081585884094238,0.9538699984550476,0.008283051950460692,812.2242431640625,846.0286762073428,736.92529296875,0.9258120656013489,0.057893022894859314,0.030035335689045935,3769.209716796875,566.0,846.0286762073428,73.15559932313434,0.20703637331724167,749.8040771484375
0.3883187770843506,0.9443886280059814,1004.0380859375,-1356.9173583984375,575.0,1612.3635342121124,0.2713707685470581,0.31945329904556274,2695.5384512352675,1021.4500732421875,118000,59,7.75197074898822,205.1391304347826,0.6082898378372192,0.9536973834037781,0.007498538875796335,831.6903076171875,893.0393430157429,751.285400390625,0.9338918924331665,0.05887411907315254,0.03304347826086956,3346.054931640625,575.0,893.0393430157429,73.18448817292382,0.20222697138786316,771.389404296875
