total/steps,reference_Q_std,rollout/return,reference_Q_mean,total/epochs,train/loss_critic,obs_rms_std,obs_rms_mean,rollout/episodes,AI_return,reference_perturbed_action_mean,total/steps_per_second,train/param_noise_distance,reference_action_std,reference_perturbed_action_std,rollout/actions_mean,total/duration,rollout/return_history,train/loss_actor,reference_actor_Q_mean,AI_distance,rollout/Q_mean,total/episodes,param_noise_stddev,reference_actor_Q_std,reference_action_mean,rollout/actions_std,AI_success_rate,rollout/episode_steps
22000,611.6398315429688,-2528.900297601479,-1235.09326171875,11,1138.527587890625,0.40557652711868286,0.4879327118396759,133.0,-2528.900297601479,0.28865838050842285,73.87156722669901,0.20971552520990372,0.9555033445358276,0.9341302514076233,-0.06563721597194672,297.8141770362854,-1715.1115983926838,633.1613159179688,-1200.924072265625,11.71983920040829,-418.2301025390625,133.0,0.011388705069074755,605.9063720703125,0.2651539742946625,0.9553204774856567,0.007518796992481203,163.4812030075188
24000,650.9749145507812,-2537.5327446366055,-1101.729248046875,12,629.9769897460938,0.41261646151542664,0.5044854283332825,140.0,-2537.5327446366055,0.3298197388648987,73.38967590542079,0.19798032358288764,0.9213557839393616,0.916438639163971,-0.05401138216257095,327.0214741230011,-1676.2242318870462,474.47418212890625,-1065.971435546875,11.684654380885004,-412.0614929199219,140.0,0.010728675346037303,644.4852905273438,0.34802573919296265,0.9538391828536987,0.007142857142857143,170.05
26000,660.2186889648438,-2488.625391143648,-1011.6942138671875,13,3507.039306640625,0.41711053252220154,0.5187588334083557,146.0,-2488.625391143648,0.3307085633277893,73.30582190904117,0.19887518808245658,0.9345324635505676,0.923467218875885,-0.04226486012339592,354.67851424217224,-1626.242879354614,406.62091064453125,-981.9771728515625,11.778244678448093,-395.416259765625,146.0,0.010517278057089798,655.6699829101562,0.30379730463027954,0.9539218544960022,0.00684931506849315,176.72602739726028
28000,712.893310546875,-2595.4399113763366,-997.188232421875,14,1404.0335693359375,0.41789036989212036,0.5280215740203857,152.0,-2595.4399113763366,0.32409554719924927,73.46265738071867,0.20746269181370736,0.9194952845573425,0.9110291600227356,-0.03215567022562027,381.1460270881653,-1735.9244891795292,316.8646545410156,-967.076171875,11.758013635086098,-406.10565185546875,152.0,0.009712529831903797,717.863037109375,0.3290793001651764,0.9529471397399902,0.006578947368421052,184.02631578947367
30000,791.4344482421875,-2637.1515953756393,-957.9508056640625,15,1896.1561279296875,0.41937586665153503,0.5412557721138,156.0,-2637.1515953756393,0.4484991431236267,73.54803571362814,0.19971081331372262,0.8988110423088074,0.8688520193099976,-0.019434433430433273,407.89668560028076,-1831.8717327890317,205.1339874267578,-929.9273681640625,11.914867243190114,-382.8740539550781,156.0,0.008619377074687717,791.9969482421875,0.37761297821998596,0.9515107870101929,0.00641025641025641,192.0897435897436
32000,797.72119140625,-2533.506346730837,-972.5460815429688,16,2685.986572265625,0.417880117893219,0.547549843788147,162.0,-2533.506346730837,0.2970152795314789,73.45474314141079,0.207278336584568,0.9165672063827515,0.9232079386711121,-0.002017437946051359,435.6423919200897,-1729.6970709790473,90.47966766357422,-945.07177734375,11.806611765286126,-334.8507385253906,162.0,0.008792626553888941,799.4664306640625,0.30839383602142334,0.9511140584945679,0.006172839506172839,196.14197530864197
34000,847.9329223632812,-2399.403608698921,-977.6477661132812,17,3635.633544921875,0.4169040322303772,0.5538100004196167,168.0,-2399.403608698921,0.29715603590011597,73.65290396368026,0.19303071811795236,0.9176927804946899,0.9031777381896973,0.010177780874073505,461.62470412254333,-1521.3645852077075,55.089622497558594,-944.76806640625,11.684406554033663,-312.3312072753906,168.0,0.009521154623962158,851.5376586914062,0.3172306716442108,0.950861930847168,0.005952380952380952,200.23809523809524
36000,883.0771484375,-2514.0179958373615,-913.7477416992188,18,1839.52099609375,0.41599422693252563,0.5575443506240845,174.0,-2514.0179958373615,-0.00278615765273571,73.51188009773882,0.20748805195093156,0.9652987122535706,0.9728414416313171,0.02115335501730442,489.7167634963989,-1749.9190321789738,-44.90153884887695,-883.112548828125,11.688941853443843,-312.40057373046875,174.0,0.008283051950460692,887.2533569335938,0.10471149533987045,0.9499220848083496,0.011494252873563218,206.63793103448276
38000,941.6625366210938,-2383.2028153979763,-842.7498779296875,19,2907.584716796875,0.41526126861572266,0.5652215480804443,181.0,-2383.2028153979763,-0.0643492043018341,73.49873604543829,0.1945384933054447,0.9693249464035034,0.969099760055542,0.0270145945250988,517.0156936645508,-1611.3509948651672,-142.7533721923828,-807.031005859375,11.66372869435317,-269.1287841796875,181.0,0.008449541294664952,947.06103515625,0.06914164125919342,0.9494720697402954,0.011049723756906077,208.5635359116022
40000,947.235595703125,-2174.1215294492745,-773.4241943359375,20,2437.90869140625,0.41365599632263184,0.5697652697563171,189.0,-2174.1215294492745,0.061531636863946915,73.47007626952734,0.18975783362984658,0.9771356582641602,0.9799261689186096,0.031474657356739044,544.4393422603607,-1125.6142870210927,-213.47921752929688,-741.566162109375,11.435952565666351,-219.3852996826172,189.0,0.008119843104068908,948.031982421875,-0.03997410833835602,0.9482979774475098,0.010582010582010581,210.87301587301587
42000,908.5272827148438,-2093.079018657015,-769.0953369140625,21,3838.31689453125,0.41462215781211853,0.5752885937690735,195.0,-2093.079018657015,-0.3311702311038971,73.50548665806272,0.1964740489423275,0.9609876871109009,0.9097016453742981,0.040117230266332626,571.38591837883,-985.6282653594734,-318.5914001464844,-733.8323364257812,11.382996459167684,-171.147705078125,195.0,0.007649259507199841,912.8822631835938,-0.13112956285476685,0.9470857977867126,0.010256410256410256,214.74871794871794
44000,905.0468139648438,-2131.470103458085,-690.5752563476562,22,5306.75732421875,0.41359633207321167,0.5765382647514343,200.0,-2131.470103458085,-0.23161658644676208,73.44783225923929,0.1969453462958336,0.9346652626991272,0.9364606142044067,0.04620715230703354,599.0646510124207,-1062.1243767041053,-408.1251525878906,-648.8444213867188,11.361448677198911,-158.5233154296875,200.0,0.00795985011672278,905.459228515625,-0.2535509765148163,0.9454538226127625,0.01,218.89
46000,913.7686767578125,-2142.0949354245295,-639.993896484375,23,5715.46240234375,0.41452986001968384,0.5777066349983215,207.0,-2142.0949354245295,-0.1985008418560028,73.50243095125336,0.20148055806756018,0.9501410126686096,0.9588882327079773,0.04984542727470398,625.8296413421631,-1146.2860764819347,-548.0150146484375,-594.5528564453125,11.255216174926447,-118.11782836914062,207.0,0.00795985011672278,918.95263671875,-0.24153444170951843,0.9447302222251892,0.00966183574879227,222.024154589372
48000,919.8617553710938,-1970.764511840647,-601.1773681640625,24,2344.0927734375,0.41477149724960327,0.5840499401092529,214.0,-1970.764511840647,-0.2785085141658783,73.40246250701227,0.19946151003241538,0.9371116161346436,0.920953631401062,0.058309540152549744,653.9290149211884,-639.6896960513125,-604.2032470703125,-569.5484619140625,11.118271008524244,-40.51942825317383,214.0,0.007205948471980551,919.8623657226562,-0.25688016414642334,0.9436191916465759,0.009345794392523364,223.57476635514018
50000,944.9610595703125,-2077.3298896716688,-666.6619873046875,25,4974.15087890625,0.4157227575778961,0.587934136390686,220.0,-2077.3298896716688,-0.21089757978916168,73.37448587443514,0.21029624626040458,0.9272514581680298,0.9418274760246277,0.06091931462287903,681.4357798099518,-961.9178683280303,-612.91259765625,-632.21533203125,11.169025331938379,-9.110445976257324,220.0,0.00735078803626736,961.12060546875,-0.27007773518562317,0.9428208470344543,0.00909090909090909,227.1590909090909
52000,1021.551513671875,-2085.904497410113,-631.3409423828125,26,5858.32763671875,0.41489696502685547,0.5909615755081177,225.0,-2085.904497410113,-0.2697458863258362,73.41681810382637,0.20068902939558028,0.9546990394592285,0.9224547743797302,0.06208203732967377,708.2845776081085,-1182.0484327224885,-651.4691162109375,-586.190673828125,11.144051060924749,19.01255226135254,225.0,0.007205948471980551,1033.9713134765625,-0.1709894835948944,0.9417403936386108,0.013333333333333334,230.38666666666666
54000,1143.720703125,-1994.3613882222885,-523.1927490234375,27,4490.22705078125,0.41483497619628906,0.5947543382644653,232.0,-1994.3613882222885,-0.13112224638462067,73.20855437419439,0.20224473983049393,0.9519705176353455,0.967699408531189,0.0646616518497467,737.6187176704407,-1263.6809014060268,-696.5376586914062,-476.6766052246094,11.045033384757575,61.8836669921875,232.0,0.006924774844929294,1162.9503173828125,-0.21189305186271667,0.9405601024627686,0.01293103448275862,231.91810344827587
56000,1261.7403564453125,-1860.0397087257375,-413.6885070800781,28,3397.206298828125,0.41342708468437195,0.5974689722061157,240.0,-1860.0397087257375,-0.15372876822948456,73.2514899575954,0.2044416581094265,0.9549975991249084,0.9452576637268066,0.06943567097187042,764.4895691871643,-911.5494584505227,-856.3347778320312,-365.4317932128906,10.904728967156027,115.67388916015625,240.0,0.007063962819312372,1277.33203125,-0.07641032338142395,0.9398643374443054,0.0125,232.74583333333334
58000,1308.259033203125,-1739.429140518874,-395.998291015625,29,4073.0830078125,0.41159820556640625,0.5988791584968567,249.0,-1739.429140518874,-0.0929027795791626,73.3152196337422,0.19836849108338356,0.9683049321174622,0.965115487575531,0.07362306863069534,791.1044976711273,-625.4602890607881,-893.0582275390625,-339.4302062988281,10.745086846472322,160.56130981445312,249.0,0.006924774844929294,1334.0062255859375,-0.11058959364891052,0.9392068982124329,0.012048192771084338,232.53413654618473
60000,1360.064453125,-1603.4567401234744,-247.39895629882812,30,4042.121337890625,0.4105679988861084,0.6010681390762329,256.0,-1603.4567401234744,-0.0991380363702774,73.25998951024077,0.20079136818647383,0.9771485328674316,0.9787673950195312,0.07707900553941727,819.0009362697601,9.107234069902796,-981.1046752929688,-194.48580932617188,10.565713694055393,200.3104705810547,256.0,0.007498538875796335,1377.10888671875,-0.07872513681650162,0.9383807182312012,0.01171875,233.33984375
62000,1417.2227783203125,-1713.5123272529572,-199.74679565429688,31,10653.22265625,0.4105910658836365,0.6005575060844421,261.0,-1713.5123272529572,-0.08260257542133331,73.23805907198569,0.20029495269060135,0.9706284999847412,0.9753458499908447,0.08064443618059158,846.5543842315674,-354.7450376561618,-972.4779052734375,-142.3869171142578,10.56577338245558,191.36907958984375,261.0,0.007649259507199841,1427.609130859375,-0.07929527014493942,0.937113881111145,0.01532567049808429,237.40613026819923
64000,1431.8358154296875,-1586.2464349383472,-173.0861053466797,32,4775.427734375,0.40861183404922485,0.6014387607574463,271.0,-1586.2464349383472,0.059005726128816605,73.30095134629146,0.20891515642404557,0.9825913906097412,0.9691684246063232,0.08458847552537918,873.1128153800964,-86.03597252942895,-1015.5479125976562,-118.8857421875,10.361244745526522,226.88458251953125,271.0,0.007205948471980551,1439.02978515625,-0.0005600247532129288,0.9363791942596436,0.014760147601476014,236.05166051660515
66000,1460.3475341796875,-1570.2921926761012,-71.00943756103516,33,5084.35302734375,0.4078144431114197,0.6031814813613892,276.0,-1570.2921926761012,-0.07238178700208664,73.26401696424395,0.20255871444940568,0.9600746631622314,0.9652562141418457,0.0870063528418541,900.8515057563782,69.99413196167896,-1021.6520385742188,-26.368961334228516,10.313142961610906,235.86314392089844,276.0,0.00678832942351661,1461.7655029296875,0.11605513840913773,0.9357726573944092,0.014492753623188406,236.96376811594203
68000,1413.34130859375,-1565.8885686006067,-48.492332458496094,34,6961.30078125,0.4064725637435913,0.6029519438743591,286.0,-1565.8885686006067,-0.06842376291751862,73.28334873711117,0.19847163200378418,0.9647256135940552,0.9650842547416687,0.08815492689609528,927.9051949977875,-227.7346234489432,-1066.4720458984375,5.925498962402344,10.218474006704138,261.66961669921875,286.0,0.006145386071268126,1420.4337158203125,-0.059009864926338196,0.9349950551986694,0.013986013986013986,237.43706293706293
70000,1471.272216796875,-1453.6172837832898,15.724361419677734,35,4229.52197265625,0.40473297238349915,0.6035745739936829,295.0,-1453.6172837832898,-0.05077364295721054,73.36708117226729,0.20299481064081193,0.9672694802284241,0.9639593958854675,0.08788588643074036,954.1063768863678,-206.66690077952617,-1097.811767578125,72.35430145263672,10.03172736831768,300.4616394042969,295.0,0.00678832942351661,1477.42822265625,-0.11109781265258789,0.934681236743927,0.01694915254237288,235.8135593220339
72000,1472.4349365234375,-1371.82970161944,40.260833740234375,36,7066.24755859375,0.40510889887809753,0.6070332527160645,302.0,-1371.82970161944,0.00539739616215229,73.33172347650648,0.19557869032025338,0.9707328677177429,0.9728522300720215,0.09122632443904877,981.8397357463837,74.17785719806545,-1176.4212646484375,92.14673614501953,9.964958584785109,337.9586181640625,302.0,0.006924774844929294,1482.732666015625,-0.03610605746507645,0.9342589378356934,0.016556291390728478,237.86092715231788
74000,1497.76904296875,-1419.519102853691,36.94514846801758,37,4386.029296875,0.40519365668296814,0.6069075465202332,310.0,-1419.519102853691,-0.08727122098207474,73.24440704827666,0.19721213787794112,0.9517495632171631,0.9656572341918945,0.09038388729095459,1010.3160498142242,-113.48193486618406,-1151.016845703125,95.34557342529297,9.922637023752877,338.42974853515625,310.0,0.007205948471980551,1507.1478271484375,-0.11886357516050339,0.9340424537658691,0.016129032258064516,238.70967741935485
76000,1533.9241943359375,-1414.167412322329,46.56407928466797,38,6270.349609375,0.4062142074108124,0.6090686917304993,315.0,-1414.167412322329,-0.11727643758058548,73.19861455507485,0.19791411682963372,0.9546080231666565,0.9555332064628601,0.0918264091014862,1038.2710173130035,-354.6258572727155,-1091.5364990234375,102.95337677001953,9.917143240392479,362.3656921386719,315.0,0.006654572515946094,1540.384033203125,-0.0950467437505722,0.9340250492095947,0.015873015873015872,240.86984126984126
78000,1505.3834228515625,-1297.7256571469964,72.523681640625,39,6570.431640625,0.40609210729599,0.6115169525146484,323.0,-1297.7256571469964,-0.021523408591747284,73.13437555846141,0.19991652622818948,0.9752381443977356,0.9530370235443115,0.09428226202726364,1066.529923915863,248.24478408375637,-1146.3262939453125,125.6600341796875,9.843559944507822,405.8285827636719,323.0,0.006654572515946094,1510.4061279296875,-0.06928806751966476,0.9333154559135437,0.015479876160990712,241.08668730650155
80000,1562.4637451171875,-1174.9707119220952,112.6198501586914,40,17181.01953125,0.40518489480018616,0.6120697259902954,332.0,-1174.9707119220952,-0.09056299179792404,73.2137424830284,0.19757444605231286,0.962297260761261,0.9656760096549988,0.09524090588092804,1092.6910343170166,726.015657094353,-1162.9822998046875,175.43374633789062,9.727261711319231,447.08929443359375,332.0,0.006654572515946094,1568.1767578125,-0.12950512766838074,0.9332432150840759,0.015060240963855422,240.53313253012047
82000,1557.0458984375,-1070.8251913960873,192.083740234375,41,6270.37451171875,0.4040963351726532,0.613507866859436,339.0,-1070.8251913960873,-0.06414023786783218,73.28302448909535,0.1980060800909996,0.9714567065238953,0.9778754711151123,0.09504804760217667,1118.9494507312775,861.3368661049298,-1199.1651611328125,252.98873901367188,9.69730058154277,486.65667724609375,339.0,0.006924774844929294,1560.936767578125,-0.07684440165758133,0.9328216314315796,0.014749262536873156,241.81710914454277
84000,1584.6746826171875,-1117.2771724683942,237.33306884765625,42,5425.9326171875,0.4038432538509369,0.614373505115509,343.0,-1117.2771724683942,-0.01509508490562439,73.27637955306241,0.20502930432558059,0.9708746075630188,0.9697161912918091,0.09826728701591492,1146.344845533371,601.5247989661589,-1215.6395263671875,298.83966064453125,9.703112984797787,503.6961975097656,343.0,0.006024297687744463,1592.7427978515625,-0.030780095607042313,0.9325336217880249,0.014577259475218658,243.81049562682216
86000,1652.7113037109375,-1143.0281224399687,283.7864990234375,43,6694.927734375,0.4045371413230896,0.6136789321899414,350.0,-1143.0281224399687,-0.064053013920784,73.3536580577989,0.20550034791231156,0.9681563377380371,0.9789173603057861,0.09946702420711517,1172.4023351669312,317.8513799679368,-1168.0694580078125,342.1885681152344,9.684306752393697,508.7436218261719,350.0,0.006145386071268126,1653.9647216796875,-0.10784599930047989,0.932395875453949,0.014285714285714285,245.61428571428573
88000,1627.0533447265625,-1113.825135926439,241.52114868164062,44,5448.81298828125,0.4032396078109741,0.6137396097183228,357.0,-1113.825135926439,-0.0723285898566246,73.23756981203469,0.1919719611108303,0.9736401438713074,0.9741140007972717,0.10008445382118225,1201.569088459015,251.61945931281588,-1280.7958984375,308.2326965332031,9.664467492420789,532.4214477539062,357.0,0.00678832942351661,1640.3848876953125,-0.08560581505298615,0.932365357875824,0.014005602240896359,245.8095238095238
90000,1668.382080078125,-1003.7105557367939,240.86123657226562,45,3987.53369140625,0.40265509486198425,0.6141937971115112,365.0,-1003.7105557367939,-0.11610032618045807,73.19310073133454,0.20255303025245666,0.9713488817214966,0.9683884978294373,0.1004398986697197,1229.6240916252136,751.968503768786,-1230.505126953125,310.1405944824219,9.59775653654618,565.3221435546875,365.0,0.0057892316672357065,1676.073486328125,-0.09099894762039185,0.9320098161697388,0.0136986301369863,246.13698630136986
92000,1576.9183349609375,-1022.9954670118944,281.5996398925781,46,14558.23828125,0.40244585275650024,0.6132156848907471,372.0,-1022.9954670118944,-0.1046329215168953,73.19827409792983,0.20095187053084373,0.9732775092124939,0.967393696308136,0.10165133327245712,1256.8602352142334,592.4271610269438,-1224.2330322265625,342.5902404785156,9.540368393717968,564.12158203125,372.0,0.006024297687744463,1579.8553466796875,-0.10108429193496704,0.9316394925117493,0.013440860215053764,247.27956989247312
94000,1594.5792236328125,-966.2191932718059,362.4396057128906,47,7014.31396484375,0.40093135833740234,0.6127535104751587,381.0,-966.2191932718059,-0.10625584423542023,73.06141025581918,0.20032105147838591,0.9609429240226746,0.9705186486244202,0.10113011300563812,1286.5889074802399,901.0947793168049,-1286.6558837890625,419.1645202636719,9.452762574623328,586.5491943359375,381.0,0.0059055952237471445,1592.41259765625,-0.1975553333759308,0.9315009117126465,0.01837270341207349,246.68503937007873
96000,1503.6651611328125,-938.2128346615895,372.83270263671875,48,8695.2646484375,0.40146374702453613,0.6141552329063416,387.0,-938.2128346615895,-0.26140713691711426,73.02975880319923,0.19894831001758576,0.9631217122077942,0.9480571746826172,0.10037080943584442,1314.5326175689697,850.3681705213017,-1274.19482421875,426.6767272949219,9.439684414996492,616.801513671875,387.0,0.006145386071268126,1513.376708984375,-0.157172292470932,0.9313892722129822,0.01808785529715762,247.80361757105942
98000,1501.6932373046875,-911.122600280821,296.18170166015625,49,10084.763671875,0.40024638175964355,0.6140086054801941,394.0,-911.122600280821,-0.13016150891780853,73.05327878153997,0.1970848733186722,0.9774091243743896,0.9567517042160034,0.09988383203744888,1341.4866743087769,737.6865256648443,-1388.432861328125,344.100341796875,9.393214523417106,637.7821044921875,394.0,0.0057892316672357065,1505.860107421875,-0.11775482445955276,0.9313433766365051,0.017766497461928935,248.18781725888326
100000,1509.5565185546875,-917.0232906743692,353.025390625,50,5737.083984375,0.39935067296028137,0.6144004464149475,400.0,-917.0232906743692,-0.10442157089710236,73.06226354412902,0.1992315450310707,0.9706704616546631,0.9593202471733093,0.10031287372112274,1368.6956186294556,493.76730266436755,-1348.4100341796875,403.53741455078125,9.401295005112157,652.9478759765625,400.0,0.0062689083313006155,1516.482666015625,-0.05160341039299965,0.9312199950218201,0.0175,249.695
102000,1549.3428955078125,-899.2051606215197,376.46240234375,51,5963.75390625,0.3990214765071869,0.61566561460495,406.0,-899.2051606215197,-0.0758666917681694,73.1306751110029,0.20135996043682097,0.9678794741630554,0.9674466252326965,0.10352330654859543,1394.763549566269,770.1205103567919,-1320.47265625,428.98004150390625,9.381917023541915,669.704833984375,406.0,0.0062689083313006155,1559.2159423828125,-0.010621722787618637,0.9310328364372253,0.017241379310344827,250.95566502463055
104000,1597.734375,-842.3908817990248,458.0419006347656,52,19919.83984375,0.39770931005477905,0.6147574782371521,414.0,-842.3908817990248,0.12710613012313843,73.13541068753487,0.1981036774814129,0.9611030220985413,0.9631179571151733,0.10325901210308075,1422.0197715759277,1025.203028956125,-1470.728759765625,508.75958251953125,9.293533874816744,682.5258178710938,414.0,0.005675160932492605,1605.2381591796875,-0.01903575286269188,0.9309136271476746,0.016908212560386472,250.92753623188406
106000,1693.30029296875,-815.8117109448903,523.579833984375,53,8030.396484375,0.3972043991088867,0.6155298948287964,420.0,-815.8117109448903,0.06186924874782562,73.15428392532695,0.2007722795009613,0.9705268144607544,0.9725069999694824,0.10327733308076859,1448.9923803806305,798.8311654200837,-1410.638916015625,582.5858154296875,9.269228536077675,708.0405883789062,420.0,0.005675160932492605,1696.244873046875,0.11129072308540344,0.9305041432380676,0.02142857142857143,252.37857142857143
108000,1712.0374755859375,-834.57505341556,486.3177490234375,54,6631.83740234375,0.39965760707855225,0.6148698925971985,424.0,-834.57505341556,0.01969883404672146,73.18207128901065,0.20007207810878755,0.9704809784889221,0.9738876819610596,0.10457960516214371,1475.7712934017181,629.961018328796,-1373.03759765625,556.1964721679688,9.293957447484466,710.0569458007812,424.0,0.005675160932492605,1719.1343994140625,0.0982605591416359,0.9300690293312073,0.02358490566037736,254.53773584905662
110000,1727.09130859375,-830.4671824506634,690.2115478515625,55,5475.8369140625,0.39904239773750305,0.614526093006134,431.0,-830.4671824506634,0.21190273761749268,73.21724230408488,0.19903056383132933,0.945522129535675,0.9494364857673645,0.10612712800502777,1502.3783543109894,362.4831889538344,-1363.78369140625,745.639892578125,9.250830319369165,712.9613647460938,431.0,0.005453718107902164,1724.2509765625,0.20687533915042877,0.9299347400665283,0.02320185614849188,254.64733178654294
112000,1766.1416015625,-763.0557350338903,720.3380126953125,56,4414.36083984375,0.3982914090156555,0.6158496141433716,438.0,-763.0557350338903,0.12093602865934372,73.13406560676849,0.19809147834777832,0.9641814231872559,0.9701343178749084,0.10826580971479416,1531.4340734481812,281.42243120206166,-1388.8994140625,788.496826171875,9.201860558419618,738.2001342773438,438.0,0.006145386071268126,1768.811767578125,0.1768190860748291,0.9295772910118103,0.0228310502283105,255.36073059360731
114000,1783.333251953125,-810.4034951222206,760.0992431640625,57,3568.26904296875,0.39833909273147583,0.615828812122345,443.0,-810.4034951222206,0.2998378276824951,73.1934712919032,0.20006511852145195,0.9387294054031372,0.9234950542449951,0.1097937747836113,1557.5159640312195,242.17321817515577,-1356.1282958984375,825.7572021484375,9.23644660901756,733.9655151367188,443.0,0.005675160932492605,1793.993896484375,0.2871249318122864,0.9293363094329834,0.022573363431151242,256.2076749435666
116000,1848.705078125,-777.6175793567418,807.2078857421875,58,5594.23583984375,0.3974955379962921,0.615308940410614,450.0,-777.6175793567418,0.3266299068927765,73.17919556031464,0.2018326260149479,0.9504666328430176,0.9163559675216675,0.11184938997030258,1585.149974822998,501.3193214345533,-1392.572509765625,854.3006591796875,9.176156059648036,740.8742065429688,450.0,0.005675160932492605,1846.2445068359375,0.22442108392715454,0.9290746450424194,0.024444444444444446,257.38
118000,1812.9053955078125,-722.767302023383,798.6083984375,59,5178.1220703125,0.3966430425643921,0.6147485375404358,456.0,-722.767302023383,0.3050151467323303,73.12405489295776,0.19966766059398652,0.9198737144470215,0.9320476651191711,0.11428254097700119,1613.6960699558258,664.7598197735831,-1270.449951171875,856.6981811523438,9.096338495278264,750.3780517578125,456.0,0.0057892316672357065,1820.4566650390625,0.34945619106292725,0.9285217523574829,0.02850877192982456,257.1535087719298
