reference_Q_mean,reference_action_std,total/steps,obs_rms_mean,rollout/return_history,rollout/return,train/param_noise_distance,total/steps_per_second,total/epochs,AI_success_rate,reference_perturbed_action_std,obs_rms_std,AI_return,reference_actor_Q_std,reference_Q_std,rollout/actions_std,reference_perturbed_action_mean,total/episodes,rollout/episode_steps,rollout/episodes,train/loss_actor,reference_actor_Q_mean,reference_action_mean,total/duration,rollout/Q_mean,rollout/actions_mean,param_noise_stddev,AI_distance,train/loss_critic
-307.4427490234375,0.9604640603065491,22000,0.6093029975891113,447.4161827322925,170.07760711833208,0.19546527072787284,74.2105034907629,11,,0.9568321108818054,0.2954813539981842,170.07760711833208,995.4861450195312,996.9234008789062,0.8737710118293762,0.2355320155620575,187.0,117.01069518716578,187.0,-181.6465606689453,-283.4173278808594,0.23023732006549835,296.4539918899536,151.883544921875,0.4482651948928833,0.01949074908111193,8.643972187037091,456.4476623535156
-308.48089599609375,0.9565293192863464,24000,0.6113333106040955,245.98969294064668,90.95157692247813,0.21002247124910356,74.36276118303736,12,,0.9331455826759338,0.29914984107017517,90.95157692247813,1016.9423217773438,1017.4906005859375,0.8708495497703552,0.2981693744659424,197.0,120.5989847715736,197.0,-179.76150512695312,-287.5735778808594,0.23735173046588898,322.74218463897705,163.5430908203125,0.45120862126350403,0.01662212523270047,8.729206693434461,464.97991943359375
-271.39910888671875,0.9284816384315491,26000,0.6096195578575134,-118.28317534903628,-61.81592900215062,0.1961961218714714,74.36442808178884,13,,0.9298915863037109,0.30396562814712524,-61.81592900215062,1049.8218994140625,1049.5445556640625,0.8699538707733154,0.32075515389442444,207.0,124.56521739130434,207.0,-160.48875427246094,-252.2361297607422,0.3333054780960083,349.62952947616577,154.1016387939453,0.45150262117385864,0.017297050171870294,8.752789310867412,1831.9954833984375
-299.9754638671875,0.9546332955360413,28000,0.6134911775588989,-126.23669786249235,-26.59730155507422,0.19709433645009994,74.3825872991968,14,,0.9455569982528687,0.3066594898700714,-26.59730155507422,1076.2421875,1078.07666015625,0.865300178527832,0.24426986277103424,219.0,127.41095890410959,219.0,-171.5450439453125,-279.9943542480469,0.2516571283340454,376.4321868419647,171.8395233154297,0.45714718103408813,0.017297050171870294,8.700155746122949,578.5031127929688
-250.7688751220703,0.9372512102127075,30000,0.6150313019752502,-125.65685884194882,2.2735506854732166,0.21314288496971132,74.26425564840052,15,,0.935560405254364,0.3070695698261261,2.2735506854732166,1085.8153076171875,1090.2415771484375,0.8648934364318848,0.26113829016685486,230.0,129.35652173913044,230.0,-156.3325958251953,-226.8316192626953,0.31235647201538086,403.9628450870514,170.839111328125,0.45624786615371704,0.014751292160020392,8.603984479646467,354.7567443847656
-189.84088134765625,0.9466102123260498,32000,0.6150377988815308,-372.4299125226418,-71.49220428953726,0.21185694977641106,74.3870697924992,16,,0.9144699573516846,0.3115585148334503,-71.49220428953726,1030.241455078125,1035.366943359375,0.8655482530593872,0.3629377484321594,240.0,132.37916666666666,240.0,-212.7196044921875,-164.53761291503906,0.2724051773548126,430.1822896003723,169.65306091308594,0.45230454206466675,0.01335415235733134,8.708096207150387,1102.62451171875
-140.39608764648438,0.9636331796646118,34000,0.61338210105896,-665.8639502594065,-172.0969644216724,0.1979514729976654,74.52170145077571,17,,0.9478951096534729,0.3155449330806732,-172.0969644216724,982.8222045898438,987.820068359375,0.8665871620178223,0.21380937099456787,250.0,135.9,250.0,-195.38763427734375,-114.10758209228516,0.16352857649326324,456.24293780326843,155.3877716064453,0.44719865918159485,0.013091022799070031,8.850573130695146,1263.134033203125
-113.74774169921875,0.9465136528015137,36000,0.6117212176322937,-627.0790032830307,-143.49391122207584,0.20665171697735787,74.45189302941525,18,,0.9431924223899841,0.31506600975990295,-143.49391122207584,972.5338745117188,970.633544921875,0.8693041801452637,0.21322505176067352,260.0,137.6846153846154,260.0,-226.75900268554688,-93.19644165039062,0.26410719752311707,483.53370928764343,164.7666473388672,0.43835553526878357,0.012332335652468109,8.818047253326565,3032.09619140625
-136.4090118408203,0.9609329700469971,38000,0.6164541840553284,-453.0390481482893,-52.186110910493696,0.2015639415383339,74.51913512124169,19,,0.9638124704360962,0.31941306591033936,-52.186110910493696,958.3038330078125,962.4147338867188,0.8675592541694641,0.18811874091625214,269.0,141.19330855018586,269.0,-259.4320068359375,-114.4927749633789,0.21002928912639618,509.93613839149475,181.89341735839844,0.43802544474601746,0.011388705069074755,8.755722926461836,867.8265380859375
-169.16366577148438,0.9273685812950134,40000,0.6240400075912476,-582.5660772843279,-105.72368448781658,0.2038261617720127,74.45510070185665,20,,0.9176041483879089,0.3355955183506012,-105.72368448781658,906.7307739257812,910.8489990234375,0.8656656742095947,0.3376583456993103,276.0,144.7246376811594,276.0,-256.72296142578125,-143.60182189941406,0.23020100593566895,537.2365307807922,203.41830444335938,0.4356814920902252,0.01185113216358652,8.87117539258966,1413.857666015625
-166.7276153564453,0.9465898871421814,42000,0.6222769618034363,-563.3460765162358,-85.47071470555913,0.19686668679118158,74.1572601174925,21,,0.9493879675865173,0.335370808839798,-85.47071470555913,919.5716552734375,923.0427856445312,0.8648777604103088,0.18786337971687317,287.0,146.28919860627178,287.0,-321.5425720214844,-143.68934631347656,0.18279589712619781,566.3639667034149,216.22007751464844,0.43467047810554504,0.010944321720492653,8.82252654963843,1940.7027587890625
-92.82536315917969,0.9432989954948425,44000,0.6254146099090576,-604.9976972774207,-156.62804328173016,0.19240471199154854,74.1117731085136,22,,0.9528390169143677,0.3405427038669586,-156.62804328173016,937.8751831054688,936.8383178710938,0.8614125847816467,0.22476696968078613,294.0,149.6360544217687,294.0,-396.1830139160156,-66.67189025878906,0.1357538253068924,593.6978452205658,232.74749755859375,0.43770235776901245,0.010517278057089798,8.990112709898959,4784.3173828125
-126.17942810058594,0.965421736240387,46000,0.6318970918655396,-535.4542427838445,-201.28203748877547,0.2062681357562542,73.97755046680044,23,,0.9560486674308777,0.3456117808818817,-201.28203748877547,968.6256103515625,967.380859375,0.8614122271537781,0.17229025065898895,300.0,152.77,300.0,-382.2967834472656,-95.50475311279297,0.17797115445137024,621.8102614879608,259.1135559082031,0.4337030351161957,0.010310046129879225,9.041022602319742,1564.4180908203125
-93.39370727539062,0.9483155012130737,48000,0.633679211139679,-756.1716113871033,-287.9904183783567,0.19931980416178705,73.92339085598977,24,,0.9473689794540405,0.35092100501060486,-287.9904183783567,996.4464111328125,997.9065551757812,0.865340530872345,0.14721691608428955,307.0,155.78175895765472,307.0,-493.35870361328125,-63.16780090332031,0.20426982641220093,649.3208637237549,274.28143310546875,0.4217994809150696,0.011164302587074557,9.176838193899409,2854.837158203125
-62.771331787109375,0.9608309864997864,50000,0.635510265827179,-1033.4891918546743,-366.4416283762777,0.19924529880285263,73.80394981984162,25,,0.94041508436203,0.3625316023826599,-366.4416283762777,1023.6078491210938,1020.7084350585938,0.86508709192276,0.2173607498407364,311.0,160.07395498392282,311.0,-525.659423828125,-30.340896606445312,0.1778963953256607,677.4705164432526,273.449951171875,0.4183294177055359,0.012332335652468109,9.319431324393973,2007.8173828125
-52.085304260253906,0.9673935174942017,52000,0.635075569152832,-1356.1190138287116,-456.73643655789635,0.19864750966429712,73.70389543499414,26,,0.9697311520576477,0.3660723567008972,-456.73643655789635,1019.0635986328125,1018.4124145507812,0.8704941272735596,0.08654690533876419,316.0,163.39556962025316,316.0,-576.3953857421875,-22.667877197265625,0.12915074825286865,705.5258028507233,266.4150085449219,0.4040587544441223,0.010728675346037303,9.382661423850447,4109.7841796875
-24.60515594482422,0.9557049870491028,54000,0.6349841952323914,-1505.1174358263042,-468.62159456154626,0.20481683313846588,73.7123751360134,27,,0.9546691179275513,0.3652418255805969,-468.62159456154626,1026.8507080078125,1025.302734375,0.8690527081489563,0.04648863524198532,324.0,166.3148148148148,324.0,-653.0836181640625,1.4434814453125,0.07289398461580276,732.5771269798279,282.10260009765625,0.40437600016593933,0.010310046129879225,9.341938729883575,7374.54248046875
20.822593688964844,0.9520517587661743,56000,0.6372671127319336,-1764.1518605125964,-536.2135189893622,0.19367305412888527,73.74329971827319,28,,0.9529275894165039,0.36675962805747986,-536.2135189893622,1011.6669921875,1011.8355102539062,0.8688451647758484,0.12160619348287582,332.0,168.61144578313252,332.0,-761.60498046875,47.79456329345703,0.15167643129825592,759.3910255432129,298.5989990234375,0.403216689825058,0.009907751681525063,9.356793261542194,4637.525390625
48.329833984375,0.9629274010658264,58000,0.6401554942131042,-1792.176845563455,-574.358500587989,0.22257420882582665,73.69181111937199,29,,0.9491457939147949,0.3674294948577881,-574.358500587989,1086.9033203125,1082.71337890625,0.8684470057487488,0.19913393259048462,339.0,170.7905604719764,339.0,-798.8431396484375,87.66993713378906,0.14016211032867432,787.0616710186005,318.8736572265625,0.40120282769203186,0.010728675346037303,9.342837676618874,15329.8046875
76.854736328125,0.9727515578269958,60000,0.6407189965248108,-1738.8713881006634,-563.3652159102759,0.20374004483222963,73.70032464282905,30,,0.9625272750854492,0.36904653906822205,-563.3652159102759,1074.935546875,1069.431884765625,0.8695430159568787,0.06916704773902893,346.0,173.02890173410404,346.0,-873.0479736328125,112.04899597167969,0.037311311811208725,814.1076757907867,330.2782897949219,0.39847174286842346,0.008619377074687717,9.337311427812782,3090.39404296875
84.84982299804688,0.9717053771018982,62000,0.6399033665657043,-1623.2451784894029,-558.1771890274117,0.1960781556367874,73.68883283236859,31,,0.9623244404792786,0.3691689074039459,-558.1771890274117,1081.0743408203125,1079.791748046875,0.8711739182472229,0.16930195689201355,354.0,174.28813559322035,354.0,-880.2568969726562,115.98765563964844,0.01687442697584629,841.3757908344269,344.4217224121094,0.39383459091186523,0.009712529831903797,9.311833673636759,12057.3837890625
15.740325927734375,0.9532560706138611,64000,0.6426966190338135,-1698.1741014933627,-545.2377170551404,0.21027132287621497,73.64802827888965,32,,0.9688952565193176,0.3699692487716675,-545.2377170551404,1067.846435546875,1065.6839599609375,0.8700919151306152,0.12659898400306702,362.0,176.32044198895028,362.0,-874.9176635742188,53.55371856689453,-0.014002718962728977,868.9981455802917,376.5565490722656,0.3949347734451294,0.009521154623962158,9.308307048376689,9556.9775390625
121.83482360839844,0.960675060749054,66000,0.6472477316856384,-1986.7244293771232,-603.5942344508932,0.20261430382728576,73.55308918673165,33,,0.9543529748916626,0.3718523383140564,-603.5942344508932,1075.547607421875,1074.5313720703125,0.8701004385948181,0.05313342064619064,367.0,179.40054495912807,367.0,-875.1367797851562,158.82147216796875,-0.04441528022289276,897.3110542297363,390.8976135253906,0.39391621947288513,0.010106897490323717,9.412138563685968,1597.8587646484375
249.90444946289062,0.9724366068840027,68000,0.647301971912384,-1729.9579940479737,-539.7017134324897,0.20384640574455262,73.55525988766661,34,,0.9464964270591736,0.3706991970539093,-539.7017134324897,1055.6715087890625,1055.3724365234375,0.8700668811798096,0.04685177281498909,377.0,180.15915119363396,377.0,-970.5049438476562,286.9397888183594,-0.0004791542887687683,924.4750151634216,413.285400390625,0.39350390434265137,0.010310046129879225,9.32056640947786,9233.57421875
234.1986083984375,0.9590040445327759,70000,0.648173451423645,-1849.1454439589468,-562.3611634555069,0.19512222617864608,73.546409277801,35,,0.9500656127929688,0.37179434299468994,-562.3611634555069,1091.141357421875,1091.1351318359375,0.8704025745391846,0.010965850204229355,384.0,182.19791666666666,384.0,-995.6065673828125,267.73651123046875,0.05895813927054405,951.7799806594849,431.2278137207031,0.3927482068538666,0.009712529831903797,9.346058876456274,5373.806640625
264.7113037109375,0.9601042866706848,72000,0.648569643497467,-1879.8627216318969,-574.4112074763796,0.19685874372720719,73.45583115312775,36,0.002544529262086514,0.9453946352005005,0.3711067736148834,-574.4112074763796,1117.1376953125,1114.869140625,0.8684885501861572,0.119392991065979,393.0,183.1552162849873,393.0,-1000.35205078125,296.011474609375,0.036205586045980453,980.1808633804321,452.9232177734375,0.39549121260643005,0.009521154623962158,9.31938572379426,3903.804443359375
183.96099853515625,0.9627373218536377,74000,0.6504992246627808,-1786.7949538883724,-597.6602665886747,0.2050400686264038,73.43902136439668,37,0.0025,0.956082284450531,0.37252452969551086,-597.6602665886747,1160.2430419921875,1155.7828369140625,0.8671126961708069,0.1214686930179596,400.0,184.475,400.0,-933.1221923828125,212.86642456054688,0.10580083727836609,1007.6386997699738,473.47210693359375,0.3979106545448303,0.00896935834762211,9.340493675952702,2645.1796875
167.08065795898438,0.973556399345398,76000,0.652509331703186,-1737.0209961292383,-644.0175873589174,0.2017892724275589,73.48332277542029,38,0.002457002457002457,0.9644959568977356,0.37282779812812805,-644.0175873589174,1192.8990478515625,1190.503173828125,0.8663066625595093,-0.08890286087989807,407.0,186.62899262899262,407.0,-991.8749389648438,201.64039611816406,-0.031277161091566086,1034.248277425766,488.8125305175781,0.3991777002811432,0.008792626553888941,9.427913201202616,5082.412109375
186.26080322265625,0.9626358151435852,78000,0.6555298566818237,-887.917797621007,-552.2020975779732,0.19588755428791046,73.42285022753899,39,0.004830917874396135,0.9506531953811646,0.37336400151252747,-552.2020975779732,1195.8707275390625,1194.34375,0.864690363407135,-0.06885118037462234,414.0,188.05072463768116,414.0,-923.8309326171875,214.2382354736328,0.014196757227182388,1062.3395817279816,517.56103515625,0.4019000232219696,0.008792626553888941,9.375423184278752,5236.01025390625
158.50755310058594,0.9596423506736755,80000,0.6565120816230774,-480.5090565842251,-476.71145632444103,0.20083876669406892,73.33550130339007,40,0.0070921985815602835,0.9660481214523315,0.3725217580795288,-476.71145632444103,1232.239501953125,1226.9119873046875,0.8634468913078308,-0.002199237234890461,423.0,189.12529550827423,423.0,-989.5119018554688,192.6866455078125,-0.12649664282798767,1090.8768410682678,541.5560302734375,0.40422722697257996,0.008792626553888941,9.321200832445145,7170.37353515625
201.852783203125,0.9470632076263428,82000,0.6572775840759277,-100.85890879999637,-428.949823985035,0.20089987695217132,73.29303569225759,41,0.009280742459396751,0.9442644715309143,0.3719732463359833,-428.949823985035,1306.157958984375,1301.438720703125,0.8611338138580322,-0.21858325600624084,431.0,190.17169373549885,431.0,-1029.6912841796875,238.5072479248047,-0.197953000664711,1118.7966117858887,562.4342041015625,0.407961368560791,0.008619377074687717,9.248112536528764,2312.378662109375
175.490234375,0.9397459030151367,84000,0.6572383046150208,69.91908435140243,-427.5982306701322,0.1979225079715252,73.29347754777636,42,0.009111617312072893,0.9412391781806946,0.37218764424324036,-427.5982306701322,1316.08056640625,1313.9102783203125,0.8605608940124512,-0.22926852107048035,439.0,191.15945330296128,439.0,-1012.1124267578125,214.98123168945312,-0.20682302117347717,1146.0774247646332,570.977294921875,0.4087488353252411,0.008792626553888941,9.202693753332367,3684.168701171875
264.38360595703125,0.944050669670105,86000,0.6588813662528992,347.78754485918193,-375.7969317026917,0.20560167044401167,73.16955433930342,43,0.008988764044943821,0.9462264180183411,0.37198173999786377,-375.7969317026917,1367.4232177734375,1363.118896484375,0.860763430595398,-0.07387061417102814,445.0,192.84044943820226,445.0,-1041.514892578125,296.1454772949219,-0.14042368531227112,1175.3522455692291,585.9605102539062,0.4073837101459503,0.007063962819312372,9.185909915740112,5419.73046875
241.44288635253906,0.9585493803024292,88000,0.657709002494812,277.149887386577,-393.46258060808503,0.19437349379062652,73.20446144053945,44,0.008830022075055188,0.9601269960403442,0.37094080448150635,-393.46258060808503,1379.69580078125,1372.637451171875,0.8611020445823669,-0.06744532287120819,453.0,194.2141280353201,453.0,-1076.4630126953125,275.275634765625,-0.03473106771707535,1202.1125252246857,587.655517578125,0.4056697487831116,0.007803009623294559,9.166902876740807,2332.77587890625
248.9490966796875,0.9567214250564575,90000,0.6600098013877869,276.01775071426675,-361.9347255611714,0.2018094304203987,73.19140663707009,45,0.008714596949891068,0.9692109227180481,0.3715934157371521,-361.9347255611714,1385.7000732421875,1378.15966796875,0.8607988357543945,-0.060997575521469116,459.0,195.760348583878,459.0,-1051.9874267578125,287.8497619628906,-0.032045088708400726,1229.6525526046753,601.4397583007812,0.4059506952762604,0.007498538875796335,9.164720204788022,3496.414794921875
268.9432373046875,0.9696605205535889,92000,0.6598004102706909,445.67293696106356,-372.4723961263036,0.20864266008138657,73.09225871265068,46,0.01072961373390558,0.9716166257858276,0.371389240026474,-372.4723961263036,1396.4654541015625,1386.5574951171875,0.8617832660675049,-0.0775282010436058,466.0,197.42060085836908,466.0,-1148.2928466796875,310.1065673828125,-0.1056889221072197,1258.683226108551,606.5067138671875,0.40303835272789,0.007649259507199841,9.142678138583513,2300.1689453125
299.453125,0.9589560627937317,94000,0.6613733172416687,425.23768765253794,-369.5168658804986,0.20140885308384895,72.92590308985555,47,0.01059322033898305,0.9752484560012817,0.3721885085105896,-369.5168658804986,1407.546875,1402.1470947265625,0.8612182140350342,-0.08524578809738159,472.0,198.8050847457627,472.0,-1086.737060546875,338.84564208984375,-0.16974671185016632,1288.9795808792114,619.6591186523438,0.40374401211738586,0.008119843104068908,9.157100479123814,4578.650390625
365.1590881347656,0.9602910876274109,96000,0.6626942753791809,519.5974573770154,-301.3795215967932,0.19692542284727096,72.84819864591603,48,0.0125,0.9676750898361206,0.37256309390068054,-301.3795215967932,1445.166015625,1433.5950927734375,0.8616279363632202,-0.030117854475975037,480.0,199.95625,480.0,-1131.63427734375,401.7092590332031,-0.06876230984926224,1317.808837890625,643.7881469726562,0.4026334583759308,0.007803009623294559,9.086869649330044,3741.211669921875
389.6527404785156,0.9683159589767456,98000,0.6631404161453247,563.4109813796224,-318.50102862659014,0.20602946549654008,72.80926586020786,49,0.012320328542094456,0.9594293832778931,0.37212252616882324,-318.50102862659014,1503.6591796875,1492.2598876953125,0.8624382019042969,-0.04026603698730469,487.0,200.97330595482546,487.0,-1103.0389404296875,430.8184509277344,-0.04459846019744873,1345.982531785965,653.5699462890625,0.40088242292404175,0.00795985011672278,9.110563989076068,5660.7724609375
462.76263427734375,0.9607557654380798,100000,0.6643580794334412,658.4984301558243,-315.94377481408435,0.19939138039946555,72.83056018594434,50,0.01417004048582996,0.9587348103523254,0.37156030535697937,-315.94377481408435,1509.872314453125,1502.9012451171875,0.8627550601959229,0.03898729383945465,494.0,201.90485829959513,494.0,-1254.957275390625,499.179443359375,0.014303219504654408,1373.0499908924103,668.2410888671875,0.3996787369251251,0.007803009623294559,9.084784568761613,9775.16796875
443.8213806152344,0.9628193974494934,102000,0.6654801964759827,1309.0917184635152,-238.20328438253662,0.20196211844682693,72.813463067006,51,0.013916500994035786,0.9722657203674316,0.3715575337409973,-238.20328438253662,1542.511474609375,1531.2587890625,0.8622342348098755,0.0015102215111255646,503.0,202.7713717693837,503.0,-1256.2698974609375,488.37799072265625,-0.008815936744213104,1400.8398406505585,689.8970947265625,0.4007994532585144,0.00795985011672278,9.036288045315905,6078.052734375
542.0962524414062,0.9667593836784363,104000,0.6656184196472168,1219.7843394448228,-245.03258792505196,0.20215633660554885,72.67070023371505,52,0.013725490196078431,0.9726108312606812,0.37104886770248413,-245.03258792505196,1514.1279296875,1510.9129638671875,0.862537145614624,0.05566461384296417,510.0,203.86470588235295,510.0,-1259.881103515625,587.871337890625,0.06396811455488205,1431.1132225990295,698.82958984375,0.39947599172592163,0.00735078803626736,9.002031261989806,3806.8486328125
500.0496826171875,0.9704827666282654,106000,0.6675686836242676,696.4528535504629,-316.377311056189,0.19679979532957076,72.68196357211103,53,0.013592233009708738,0.9639957547187805,0.3731144368648529,-316.377311056189,1522.44091796875,1522.6097412109375,0.8624985218048096,0.059317007660865784,515.0,205.5514563106796,515.0,-1270.7042236328125,538.5287475585938,-0.03088313713669777,1458.4085898399353,702.4848022460938,0.3982587456703186,0.007205948471980551,9.088524459182398,6059.0224609375
472.92156982421875,0.9482319951057434,108000,0.6673101186752319,262.59252058783864,-335.3531433393014,0.2012253586947918,72.62747562543029,54,0.01338432122370937,0.9560643434524536,0.3732341229915619,-335.3531433393014,1511.0850830078125,1512.3690185546875,0.8630262017250061,0.017044873908162117,523.0,206.48948374760994,523.0,-1266.2996826171875,508.4943542480469,-0.05044573172926903,1487.0405321121216,709.9636840820312,0.39628496766090393,0.006924774844929294,9.071068924184074,4032.493408203125
458.0538330078125,0.9634104371070862,110000,0.6689967513084412,376.90700431116653,-292.6465559403375,0.20717666998505593,72.57403370478444,55,0.013207547169811321,0.9576367735862732,0.3733908236026764,-292.6465559403375,1495.55078125,1499.280517578125,0.8627289533615112,-0.04978509992361069,530.0,207.4,530.0,-1298.8758544921875,503.17474365234375,-0.07432662695646286,1515.6936218738556,724.1171875,0.39668798446655273,0.00678832942351661,9.04203292711678,4310.53515625
489.95965576171875,0.9644842743873596,112000,0.6693390011787415,238.18437828549656,-305.1310965434028,0.18945617720484734,72.51856942250707,56,0.01303538175046555,0.9701703190803528,0.3723144233226776,-305.1310965434028,1480.3446044921875,1480.0135498046875,0.8626431822776794,0.0017190296202898026,537.0,208.20297951582867,537.0,-1263.8858642578125,531.210693359375,-0.020899266004562378,1544.4320108890533,732.9794921875,0.39557594060897827,0.00678832942351661,9.034650059364761,4468.365234375
530.802490234375,0.9674450159072876,114000,0.671917736530304,425.57635272085537,-238.45974828139904,0.20172460094094277,72.5096607704162,57,0.012867647058823529,0.9588220119476318,0.3734050691127777,-238.45974828139904,1498.1922607421875,1493.0609130859375,0.8614222407341003,-0.002790232188999653,544.0,209.43933823529412,544.0,-1244.61572265625,567.5264892578125,-0.028079066425561905,1572.2042937278748,760.2383422851562,0.397346556186676,0.006654572515946094,9.00061381945042,10751.0009765625
495.92071533203125,0.9680906534194946,116000,0.6748636960983276,548.4293735255176,-191.66335704838613,0.19263283476233484,72.40606025890304,58,0.012750455373406194,0.9625056385993958,0.3753882050514221,-191.66335704838613,1527.117431640625,1525.0318603515625,0.8603962063789368,0.049624137580394745,549.0,210.3351548269581,549.0,-1342.129638671875,539.932373046875,-0.01883719116449356,1602.0758426189423,778.1283569335938,0.39916568994522095,0.007803009623294559,8.968307819456212,16561.091796875
533.1683349609375,0.9658134579658508,118000,0.673579216003418,407.7356471545651,-223.85269584305323,0.20729590505361556,72.36466934136327,59,0.012567324955116697,0.9646289348602295,0.3756158947944641,-223.85269584305323,1529.9599609375,1526.982177734375,0.8612716794013977,-0.08537178486585617,557.0,211.63375224416518,557.0,-1329.162841796875,588.9901123046875,-0.10508421063423157,1630.6299893856049,777.820068359375,0.3969082832336426,0.00678832942351661,8.939393212348463,4170.38916015625
493.32147216796875,0.9727753400802612,120000,0.6749616861343384,313.2451801822936,-231.94851671456544,0.20198846846818924,72.34144220245487,60,0.015957446808510637,0.9689074158668518,0.37595415115356445,-231.94851671456544,1523.3382568359375,1524.2493896484375,0.8610537052154541,-0.04422832280397415,564.0,212.7304964539007,564.0,-1347.7467041015625,542.6970825195312,-0.006435316056013107,1658.8002166748047,786.9385375976562,0.39627552032470703,0.00652345114787383,8.905811503720651,11942.3115234375
